,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
1224,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-12-27,5062,1663,3015,     107,      71,     104
1225,SILVER - COMMODITY EXCHANGE INC.,1994-12-20,131634,26418,18461,   -3393,    1140,   -1616
1226,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-12-20,4955,1592,2911,     216,     187,     217
1227,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-12-13,4739,1405,2694,     496,     408,     666
1228,SILVER - COMMODITY EXCHANGE INC.,1994-12-13,135027,25278,20077,   -2509,   -2251,     587
1229,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-12-06,4243,997,2028,   -1426,    -526,      75
1230,SILVER - COMMODITY EXCHANGE INC.,1994-12-06,137536,27529,19490,   -2612,   -1012,    3314
1232,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-11-29,5669,1523,1953,      41,     289,    -579
1231,SILVER - COMMODITY EXCHANGE INC.,1994-11-29,140148,28541,16176,    2492,   -1456,    1281
1233,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-11-22,5628,1234,2532,    -239,    -775,    -750
1234,SILVER - COMMODITY EXCHANGE INC.,1994-11-22,137656,29997,14895,    5903,   -1047,      60
1236,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-11-15,5867,2009,3282,     145,     127,      32
1235,SILVER - COMMODITY EXCHANGE INC.,1994-11-15,131753,31044,14835,   15976,   -5028,    6920
1237,SILVER - COMMODITY EXCHANGE INC.,1994-11-08,115777,36072,7915,    1788,      -3,    2172
1238,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-11-08,5722,1882,3250,      21,      24,    -106
1239,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-11-01,5701,1858,3356,     324,     277,     509
1240,SILVER - COMMODITY EXCHANGE INC.,1994-11-01,113989,36075,5743,    2742,    1077,    1761
1241,SILVER - COMMODITY EXCHANGE INC.,1994-10-25,111247,34998,3982,   -2159,   -6182,      96
1242,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-10-25,5377,1581,2847,      68,    -203,    -202
1243,SILVER - COMMODITY EXCHANGE INC.,1994-10-18,113406,41180,3886,   -8381,  -10679,     459
1244,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-10-18,5309,1784,3049,     162,     267,     237
1245,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-10-11,5147,1517,2812,    -196,    -419,    -194
1246,SILVER - COMMODITY EXCHANGE INC.,1994-10-11,121787,51859,3427,   -3528,   -5920,     382
1248,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-10-04,5343,1936,3006,    -642,     249,     256
1247,SILVER - COMMODITY EXCHANGE INC.,1994-10-04,125315,57779,3045,    5403,    1947,   -1038
1249,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-09-27,5985,1687,2750,     307,     636,     244
1250,SILVER - COMMODITY EXCHANGE INC.,1994-09-27,119912,55832,4083,    4721,    3586,     618
1251,SILVER - COMMODITY EXCHANGE INC.,1994-09-20,115191,52246,3465,    7315,    8123,    -381
1252,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-09-20,5678,1051,2506,    -141,    -117,    -169
1253,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-09-13,5819,1168,2675,     112,    -150,     129
1254,SILVER - COMMODITY EXCHANGE INC.,1994-09-13,107876,44123,3846,    -457,   -6322,    2018
1255,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-09-06,5707,1318,2546,      87,     150,      70
1256,SILVER - COMMODITY EXCHANGE INC.,1994-09-06,108333,50445,1828,   -3434,    2910,   -2068
1257,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-08-30,5620,1168,2476,    -181,    -179,    -155
1258,SILVER - COMMODITY EXCHANGE INC.,1994-08-30,111767,47535,3896,    1056,    6614,   -4979
1259,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-08-23,5801,1347,2631,     -25,      -3,     -28
1260,SILVER - COMMODITY EXCHANGE INC.,1994-08-23,110711,40921,8875,  -10979,   -4536,   -1928
1262,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-08-16,5826,1350,2659,     101,     -12,     220
1261,SILVER - COMMODITY EXCHANGE INC.,1994-08-16,121690,45457,10803,    -693,   -5506,    -290
1263,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-08-09,5725,1362,2439,     197,     -17,     168
1264,SILVER - COMMODITY EXCHANGE INC.,1994-08-09,122383,50963,11093,    1832,   -2357,    2275
1266,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-08-02,5528,1379,2271,      10,      70,     362
1265,SILVER - COMMODITY EXCHANGE INC.,1994-08-02,120551,53320,8818,     913,   -1433,     910
1268,SILVER - COMMODITY EXCHANGE INC.,1994-07-26,119638,54753,7908,   -3644,    -512,     170
1267,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-07-26,5518,1309,1909,      30,      -2,      68
1270,SILVER - COMMODITY EXCHANGE INC.,1994-07-19,123282,55265,7738,     526,    -214,    1815
1269,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-07-19,5488,1311,1841,     311,    -385,    -310
1271,SILVER - COMMODITY EXCHANGE INC.,1994-07-12,122756,55479,5923,     976,   -3276,     319
1272,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-07-12,5177,1696,2151,      73,     166,      40
1273,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-07-05,5104,1530,2111,     -21,    -202,      -2
1274,SILVER - COMMODITY EXCHANGE INC.,1994-07-05,121780,58755,5604,   -5097,    2599,    -735
1275,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-06-28,5125,1732,2113,    -116,    -284,     -77
1276,SILVER - COMMODITY EXCHANGE INC.,1994-06-28,126877,56156,6339,    2159,     725,    1472
1278,SILVER - COMMODITY EXCHANGE INC.,1994-06-21,124718,55431,4867,    -189,    3569,     145
1277,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-06-21,5241,2016,2190,      64,     195,    -257
1279,SILVER - COMMODITY EXCHANGE INC.,1994-06-14,124907,51862,4722,     462,     -74,    -155
1280,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-06-14,5177,1821,2447,      83,      39,     201
1281,SILVER - COMMODITY EXCHANGE INC.,1994-06-07,124445,51936,4877,   -3784,   -8119,     -13
1282,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-06-07,5094,1782,2246,     362,    1321,     421
1283,SILVER - COMMODITY EXCHANGE INC.,1994-05-31,128229,60055,4890,   -2020,   -1235,   -1068
1284,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-31,4732,461,1825,    -374,      19,    -156
1285,SILVER - COMMODITY EXCHANGE INC.,1994-05-24,130249,61290,5958,   10302,    7658,     923
1286,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-24,5106,442,1981,      56,     -26,      53
1287,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-17,5050,468,1928,     -46,    -244,    -284
1288,SILVER - COMMODITY EXCHANGE INC.,1994-05-17,119947,53632,5035,    5930,    5674,    -845
1290,SILVER - COMMODITY EXCHANGE INC.,1994-05-10,114017,47958,5880,   -6093,   -1134,   -1129
1289,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-10,5096,712,2212,     -29,      49,     -79
1291,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-03,5125,663,2291,    -103,    -131,    -101
1292,SILVER - COMMODITY EXCHANGE INC.,1994-05-03,120110,49092,7009,   -7748,    3421,    -563
1293,SILVER - COMMODITY EXCHANGE INC.,1994-04-26,127858,45671,7572,   13311,    2118,    1241
1294,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-26,5228,794,2392,    -153,    -384,     -18
1295,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-19,5381,1178,2410,    -347,    -496,    -346
1296,SILVER - COMMODITY EXCHANGE INC.,1994-04-19,114547,43553,6331,     987,    3245,    1176
1297,SILVER - COMMODITY EXCHANGE INC.,1994-04-12,113560,40308,5155,   -3850,   -5063,    -375
1298,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-12,5728,1674,2756,    -165,     119,    -275
1300,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-05,5893,1555,3031,      88,       6,     -24
1299,SILVER - COMMODITY EXCHANGE INC.,1994-04-05,117410,45371,5530,     508,   -4059,     287
1301,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-29,5805,1549,3055,      31,      96,     206
1302,SILVER - COMMODITY EXCHANGE INC.,1994-03-29,116902,49430,5243,     366,    1262,     828
1303,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-22,5774,1453,2849,     138,     275,      -9
1304,SILVER - COMMODITY EXCHANGE INC.,1994-03-22,116536,48168,4415,    2713,    1957,     853
1306,SILVER - COMMODITY EXCHANGE INC.,1994-03-15,113823,46211,3562,    6766,    7216,    -187
1305,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-15,5636,1178,2858,     -91,    -156,    -108
1307,SILVER - COMMODITY EXCHANGE INC.,1994-03-08,107057,38995,3749,    -872,   -1452,     322
1308,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-08,5727,1334,2966,      66,     149,      64
1310,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-01,5661,1185,2902,      31,       2,      -5
1309,SILVER - COMMODITY EXCHANGE INC.,1994-03-01,107929,40447,3427,   -7553,    2451,    -331
1311,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-22,5630,1183,2907,      36,      74,     298
1312,SILVER - COMMODITY EXCHANGE INC.,1994-02-22,115482,37996,3758,   -2173,     228,     404
1314,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-15,5594,1109,2609,     257,     -39,      51
1313,SILVER - COMMODITY EXCHANGE INC.,1994-02-15,117655,37768,3354,   -1480,   -5342,   -1007
1315,SILVER - COMMODITY EXCHANGE INC.,1994-02-08,119135,43110,4361,    4857,    3324,     345
1316,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-08,5337,1148,2558,     136,     264,     243
1317,SILVER - COMMODITY EXCHANGE INC.,1994-02-01,114278,39786,4016,    3627,     675,    -175
1318,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-01,5201,884,2315,     -47,     130,      -4
1319,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-25,5248,754,2319,     106,     -23,     -55
1320,SILVER - COMMODITY EXCHANGE INC.,1994-01-25,110651,39111,4191,    -826,    -179,      31
1321,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-18,5142,777,2374,     -31,     -29,     -48
1322,SILVER - COMMODITY EXCHANGE INC.,1994-01-18,111477,39290,4160,    4513,    4060,     134
1323,SILVER - COMMODITY EXCHANGE INC.,1994-01-11,106964,35230,4026,  -11077,   -2695,     145
1324,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-11,5173,806,2422,       7,     -17,     -25
1325,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-04,5166,823,2447,     153,     -13,      16
1326,SILVER - COMMODITY EXCHANGE INC.,1994-01-04,118041,37925,3881,    3987,    2756,     832
1328,SILVER - COMMODITY EXCHANGE INC.,1993-12-28,114054,35169,3049,    1722,    1216,      29
1327,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-28,5013,836,2431,      30,       2,      -2
1330,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-21,4983,834,2433,      11,     179,     148
1329,SILVER - COMMODITY EXCHANGE INC.,1993-12-21,112332,33953,3020,    2060,      95,    -712
1331,SILVER - COMMODITY EXCHANGE INC.,1993-12-14,110272,33858,3732,    3050,    2463,   -1354
1332,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-14,4972,655,2285,     126,     -31,      17
1333,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-07,4846,686,2268,     174,       8,     485
1334,SILVER - COMMODITY EXCHANGE INC.,1993-12-07,107222,31395,5086,   14416,    6152,     415
1335,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-30,4672,678,1783,    -786,      97,    -435
1336,SILVER - COMMODITY EXCHANGE INC.,1993-11-30,92806,25243,4671,  -11097,      63,     -33
1337,SILVER - COMMODITY EXCHANGE INC.,1993-11-23,103903,25180,4704,    2624,   -3293,     916
1338,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-23,5458,581,2218,     588,     386,     134
1339,SILVER - COMMODITY EXCHANGE INC.,1993-11-16,101279,28473,3788,    -734,     724,   -1986
1340,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-16,4870,195,2084,    -120,       0,    -502
1341,SILVER - COMMODITY EXCHANGE INC.,1993-11-09,102013,27749,5774,     750,    -314,    -923
1342,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-09,4990,195,2586,    -137,       0,       7
1343,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-02,5127,195,2579,     -51,       0,     -62
1344,SILVER - COMMODITY EXCHANGE INC.,1993-11-02,101263,28063,6697,    5063,     702,    3394
1346,SILVER - COMMODITY EXCHANGE INC.,1993-10-26,96200,27361,3303,    3543,     -80,    -434
1345,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-26,5178,195,2641,     -77,       0,     -70
1347,SILVER - COMMODITY EXCHANGE INC.,1993-10-19,92657,27441,3737,    -923,   -1666,     513
1348,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-19,5255,195,2711,     -37,       0,     -34
1349,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-12,5292,195,2745,     -47,     -20,       5
1350,SILVER - COMMODITY EXCHANGE INC.,1993-10-12,93580,29107,3224,    3119,     268,   -1899
1351,SILVER - COMMODITY EXCHANGE INC.,1993-10-05,90461,28839,5123,    -772,    -238,    -243
1352,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-05,5339,215,2740,     -16,       0,     -44
1353,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-28,5355,215,2784,      90,       0,     -25
1354,SILVER - COMMODITY EXCHANGE INC.,1993-09-28,91233,29077,5366,   -1169,    -165,    -904
1355,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-21,5265,215,2809,      -5,       0,     -20
1356,SILVER - COMMODITY EXCHANGE INC.,1993-09-21,92402,29242,6270,   -3339,   -2163,     256
1357,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-14,5270,215,2829,    -264,    -223,    -153
1358,SILVER - COMMODITY EXCHANGE INC.,1993-09-14,95741,31405,6014,    -649,     660,    1048
1360,SILVER - COMMODITY EXCHANGE INC.,1993-09-07,96390,30745,4966,   -3194,   -2957,    1094
1359,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-07,5534,438,2982,    -139,      25,    -138
1361,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-31,5673,413,3120,      18,    -139,      34
1362,SILVER - COMMODITY EXCHANGE INC.,1993-08-31,99584,33702,3872,   -8738,    4537,    -392
1363,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-24,5655,552,3086,      20,    -123,     -13
1364,SILVER - COMMODITY EXCHANGE INC.,1993-08-24,108322,29165,4264,    1509,    -338,      24
1365,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-17,5635,675,3099,     -87,      29,     -64
1366,SILVER - COMMODITY EXCHANGE INC.,1993-08-17,106813,29503,4240,    -890,   -1655,   -3327
1367,SILVER - COMMODITY EXCHANGE INC.,1993-08-10,107703,31158,7567,   -7197,   -5994,    -373
1368,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-10,5722,646,3163,    -335,     274,    -254
1369,SILVER - COMMODITY EXCHANGE INC.,1993-08-03,114900,37152,7940,    7938,    2475,    1187
1370,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-03,6057,372,3417,     157,    -116,     209
1371,SILVER - COMMODITY EXCHANGE INC.,1993-07-27,106962,34677,6753,   -1586,     598,     301
1372,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-27,5900,488,3208,    -180,     -96,    -175
1373,SILVER - COMMODITY EXCHANGE INC.,1993-07-20,108548,34079,6452,     306,   -1624,     961
1374,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-20,6080,584,3383,      31,     -34,      -9
1375,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-13,6049,618,3392,    -225,      70,    -246
1376,SILVER - COMMODITY EXCHANGE INC.,1993-07-13,108242,35703,5491,    4736,    3723,     420
1378,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-06,6274,548,3638,     286,     143,     269
1377,SILVER - COMMODITY EXCHANGE INC.,1993-07-06,103506,31980,5071,     528,    5304,    3146
1379,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-29,5988,405,3369,     162,      -8,      56
1380,SILVER - COMMODITY EXCHANGE INC.,1993-06-29,102978,26676,1925,    1209,    1135,   -5615
1381,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-22,5826,413,3313,       2,       5,      15
1382,SILVER - COMMODITY EXCHANGE INC.,1993-06-22,101769,25541,7540,    2765,    2279,    3101
1383,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-15,5824,408,3298,    -120,     -12,     -44
1384,SILVER - COMMODITY EXCHANGE INC.,1993-06-15,99004,23262,4439,   -4989,   -4512,   -1039
1385,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-08,5944,420,3342,      94,      14,     164
1386,SILVER - COMMODITY EXCHANGE INC.,1993-06-08,103993,27774,5478,   -3645,   -3025,   -1330
1387,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-01,5850,406,3178,    -992,      -8,   -1253
1388,SILVER - COMMODITY EXCHANGE INC.,1993-06-01,107638,30799,6808,     558,   -1898,    1379
1389,SILVER - COMMODITY EXCHANGE INC.,1993-05-25,107080,32697,5429,    -137,    -861,     534
1390,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-25,6842,414,4431,     296,     199,      12
1392,SILVER - COMMODITY EXCHANGE INC.,1993-05-18,107217,33558,4895,    2969,   -1363,    -354
1391,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-18,6546,215,4419,     469,    -274,      54
1393,SILVER - COMMODITY EXCHANGE INC.,1993-05-11,104248,34921,5249,      -4,     -64,     158
1394,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-11,6077,489,4365,     401,    -222,     105
1395,SILVER - COMMODITY EXCHANGE INC.,1993-05-04,104252,34985,5091,   -5279,   -1729,    2415
1396,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-04,5676,711,4260,      99,     -40,      97
1397,SILVER - COMMODITY EXCHANGE INC.,1993-04-27,109531,36714,2676,   10553,    2134,     458
1398,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-27,5577,751,4163,     102,       0,     206
1399,SILVER - COMMODITY EXCHANGE INC.,1993-04-20,98978,34580,2218,    3460,    -154,     656
1400,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-20,5475,751,3957,     -69,    -150,    -106
1401,SILVER - COMMODITY EXCHANGE INC.,1993-04-13,95518,34734,1562,   -1429,   -2398,   -1343
1402,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-13,5544,901,4063,      71,       0,     212
1403,SILVER - COMMODITY EXCHANGE INC.,1993-04-06,96947,37132,2905,    4268,    6765,    -206
1404,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-06,5473,901,3851,      57,     330,     528
1405,SILVER - COMMODITY EXCHANGE INC.,1993-03-30,92679,30367,3111,    8204,   10434,   -4586
1406,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-30,5416,571,3323,     -17,       0,    -280
1408,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-23,5433,571,3603,      77,       0,      13
1407,SILVER - COMMODITY EXCHANGE INC.,1993-03-23,84475,19933,7697,    1615,    1847,     168
1409,SILVER - COMMODITY EXCHANGE INC.,1993-03-16,82860,18086,7529,   -5364,     589,   -7760
1410,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-16,5356,571,3590,    -338,       0,      68
1411,SILVER - COMMODITY EXCHANGE INC.,1993-03-09,88224,17497,15289,    -129,    -971,    -420
1412,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-09,5694,571,3522,      81,      35,     114
1413,SILVER - COMMODITY EXCHANGE INC.,1993-03-02,88353,18468,15709,   -8415,    1334,    -154
1414,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-02,5613,536,3408,     161,       0,      74
1415,SILVER - COMMODITY EXCHANGE INC.,1993-02-23,96768,17134,15863,   13755,    -721,   13032
1416,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-23,5452,536,3334,     156,       0,     387
1417,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-16,5296,536,2947,      72,       0,       4
1418,SILVER - COMMODITY EXCHANGE INC.,1993-02-16,83013,17855,2831,    2532,    -625,   -2575
1419,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-09,5224,536,2943,      -9,       0,      11
1420,SILVER - COMMODITY EXCHANGE INC.,1993-02-09,80481,18480,5406,    1281,     416,     181
1422,SILVER - COMMODITY EXCHANGE INC.,1993-02-02,79200,18064,5225,   -1402,   -1493,    1813
1421,SILVER - CHICAGO BOARD OF TRADE,1993-02-02,5233,536,2932,     -98,       0,    -116
1423,SILVER - CHICAGO BOARD OF TRADE,1993-01-26,5331,536,3048,    -937,       0,     191
1424,SILVER - COMMODITY EXCHANGE INC.,1993-01-26,80602,19557,3412,    -756,    2190,   -1938
1425,SILVER - CHICAGO BOARD OF TRADE,1993-01-19,6268,536,2857,    1085,       0,    -229
1426,SILVER - COMMODITY EXCHANGE INC.,1993-01-19,81358,17367,5350,    1818,     702,   -1279
1427,SILVER - CHICAGO BOARD OF TRADE,1993-01-12,5183,536,3086,      44,       0,     -12
1428,SILVER - COMMODITY EXCHANGE INC.,1993-01-12,79540,16665,6629,    1900,    -829,   -2569
1429,SILVER - CHICAGO BOARD OF TRADE,1993-01-05,5139,536,3098,      18,       0,       4
1430,SILVER - COMMODITY EXCHANGE INC.,1993-01-05,77640,17494,9198,    2438,    -189,    1706
1431,SILVER - COMMODITY EXCHANGE INC.,1992-12-29,75202,17683,7492,    3216,   -1523,    2736
1432,SILVER - CHICAGO BOARD OF TRADE,1992-12-29,5121,536,3094,      88,       0,      77
1434,SILVER - CHICAGO BOARD OF TRADE,1992-12-22,5033,536,3017,     -32,       0,      -9
1433,SILVER - COMMODITY EXCHANGE INC.,1992-12-22,71986,19206,4756,     655,     673,    -654
1436,SILVER - CHICAGO BOARD OF TRADE,1992-12-15,5065,536,3026,      47,       0,     201
1435,SILVER - COMMODITY EXCHANGE INC.,1992-12-15,71331,18533,5410,     465,       3,    1463
1438,SILVER - CHICAGO BOARD OF TRADE,1992-12-08,5018,536,2825,     -40,       0,     -19
1437,SILVER - COMMODITY EXCHANGE INC.,1992-12-08,70866,18530,3947,    -572,    -695,       0
1440,SILVER - COMMODITY EXCHANGE INC.,1992-12-01,71438,19225,3947,   -4092,    -372,    -600
1439,SILVER - CHICAGO BOARD OF TRADE,1992-12-01,5058,536,2844,   -1106,    -223,    -498
1441,SILVER - COMMODITY EXCHANGE INC.,1992-11-24,75530,19597,4547,    -971,     305,     274
1442,SILVER - CHICAGO BOARD OF TRADE,1992-11-24,6164,759,3342,      30,       0,    -272
1443,SILVER - COMMODITY EXCHANGE INC.,1992-11-17,76501,19292,4273,   -4166,   -3125,    -947
1444,SILVER - CHICAGO BOARD OF TRADE,1992-11-17,6134,759,3614,     -83,       0,     273
1445,SILVER - COMMODITY EXCHANGE INC.,1992-11-10,80667,22417,5220,    7154,    1812,    -143
1446,SILVER - CHICAGO BOARD OF TRADE,1992-11-10,6217,759,3341,     195,       0,     -49
1447,SILVER - CHICAGO BOARD OF TRADE,1992-11-03,6022,759,3390,      87,       0,      34
1448,SILVER - COMMODITY EXCHANGE INC.,1992-11-03,73513,20605,5363,     468,     546,    -553
1450,SILVER - COMMODITY EXCHANGE INC.,1992-10-27,73045,20059,5916,    -573,     621,    -902
1449,SILVER - CHICAGO BOARD OF TRADE,1992-10-27,5935,759,3356,      46,       0,      20
1452,SILVER - CHICAGO BOARD OF TRADE,1992-10-20,5889,759,3336,      78,       0,     507
1451,SILVER - COMMODITY EXCHANGE INC.,1992-10-20,73618,19438,6818,    3564,     639,    -486
1453,SILVER - CHICAGO BOARD OF TRADE,1992-10-13,5811,759,2829,     108,       0,     430
1454,SILVER - COMMODITY EXCHANGE INC.,1992-10-13,70054,18799,7304,   -1195,     261,     -29
1455,SILVER - CHICAGO BOARD OF TRADE,1992-10-06,5703,759,2399,      47,     -10,      46
1456,SILVER - COMMODITY EXCHANGE INC.,1992-10-06,71249,18538,7333,    -640,      89,     437
1457,SILVER - CHICAGO BOARD OF TRADE,1992-09-30,5656,769,2353,      50,       0,      66
1458,SILVER - COMMODITY EXCHANGE INC.,1992-09-30,71889,18449,6896,    -753,    1054,     642
1459,SILVER - COMMODITY EXCHANGE INC.,1992-09-15,72642,17395,6254,   -6884,   -2788,   -6738
1460,SILVER - CHICAGO BOARD OF TRADE,1992-09-15,5606,769,2287,      81,       0,     109
1462,SILVER - CHICAGO BOARD OF TRADE,1992-08-31,5525,769,2178,     -22,       0,     -92
1461,SILVER - COMMODITY EXCHANGE INC.,1992-08-31,79526,20183,12992,   -3526,    1811,   -2131
1463,SILVER - COMMODITY EXCHANGE INC.,1992-08-14,83052,18372,15123,    2285,   -2237,    3759
1464,SILVER - CHICAGO BOARD OF TRADE,1992-08-14,5547,769,2270,      83,       0,      20
1465,SILVER - CHICAGO BOARD OF TRADE,1992-07-31,5464,769,2250,     -15,       0,     110
1466,SILVER - COMMODITY EXCHANGE INC.,1992-07-31,80767,20609,11364,    -742,    -385,   -2068
1467,SILVER - COMMODITY EXCHANGE INC.,1992-07-15,81509,20994,13432,    1126,     778,    -611
1468,SILVER - CHICAGO BOARD OF TRADE,1992-07-15,5479,769,2140,     298,       0,     213
1470,SILVER - COMMODITY EXCHANGE INC.,1992-06-30,80383,20216,14043,   -3635,   -2577,    8662
