Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-21,36407,6300,16372,-1037,57092,14445,30107,17409.0,0.07599303871393204,0.0005122274160385132,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-14,20035,7337,2742,-4384,42647,-963,12698,7126.0,0.07561665773391724,-0.00125083327293396,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-07,17293,11721,4401,-4137,43610,-808,5572,8538.0,0.07424621284008026,-0.0005962476134300232,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-31,12892,15858,453,2289,44418,692,-2966,-1836.0,0.07064491510391235,-0.0013063326478004456,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-24,12439,13569,3261,-3079,43726,-3771,-1130,6340.0,0.06964030861854553,-0.0006263554096221924,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-17,9178,16648,3955,-4730,47497,-12911,-7470,8685.0,0.07067137956619263,-0.0010759532451629639,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-10,5223,21378,473,-633,60408,11573,-16155,1106.0,0.0655621662735939,-0.0006880089640617371,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-03,4750,22011,-540,2441,48835,2780,-17261,-2981.0,0.0652562603354454,-0.0004152655601501465,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-24,5290,19570,-771,1877,46055,1083,-14280,-2648.0,0.0676150768995285,0.000733502209186554,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-17,6061,17693,-1516,-1531,44972,-1447,-11632,15.0,0.0680198073387146,-0.00037169456481933594,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-10,7577,19224,899,2836,46419,3638,-11647,-1937.0,0.06891893595457077,-0.0001394525170326233,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-03,6678,16388,1187,-5,42781,12019,-9710,1192.0,0.06866387277841568,-0.0007275640964508057,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-27,5491,16393,-180,1869,30762,6137,-10902,-2049.0,0.07037446647882462,-0.0009293258190155029,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-20,5671,14524,-272,4323,24625,6393,-8853,-4595.0,0.07142194360494614,-0.0014324933290481567,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-13,5943,10201,-846,2998,18232,2021,-4258,-3844.0,0.07239032536745071,0.001516088843345642,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-06,6789,7203,29,-197,16211,769,-414,226.0,0.07487832754850388,0.0004458799958229065,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-30,6760,7400,-69,2372,15442,2019,-640,-2441.0,0.07261162251234055,-8.393079042434692e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-22,6829,5028,829,1314,13423,2496,1801,-485.0,0.07600516825914383,0.000994853675365448,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-16,6000,3714,1257,-404,10927,-31336,2286,1661.0,0.0767618790268898,0.00045512616634368896,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-09,4743,4118,601,-1922,42263,1088,625,2523.0,0.07373543828725815,-0.0008185431361198425,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-02,4142,6040,334,217,41175,-411,-1898,117.0,0.07370825856924057,0.00010632723569869995,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-25,3808,5823,-582,498,41586,796,-2015,-1080.0,0.07566528767347336,-0.00023028254508972168,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-18,4390,5325,651,-749,40790,-487,-935,1400.0,0.0763242244720459,0.002343311905860901,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-11,3739,6074,393,-1831,41277,-2532,-2335,2224.0,0.07726781070232391,0.0006805434823036194,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-04,3346,7905,-124,1470,43809,1016,-4559,-1594.0,0.08045051991939545,0.002156086266040802,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-28,3470,6435,-2276,1118,42793,-794,-2965,-3394.0,0.07685213536024094,-0.0007785707712173462,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-21,5746,5317,-2548,124,43587,-1376,429,-2672.0,0.07567158341407776,0.0033011585474014282,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-14,8294,5193,-7989,-1155,44963,-5609,3101,-6834.0,0.08058017492294312,0.005476906895637512,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-07,16283,6348,-1937,144,50572,-4483,9935,-2081.0,0.08149959146976471,4.6469271183013916e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-30,18220,6204,3722,-1865,55055,6497,12016,5587.0,0.09148712456226349,0.00017959624528884888,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-23,14498,8069,-10316,563,48558,-1662,6429,-10879.0,0.0931306779384613,0.0008959174156188965,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-16,24814,7506,-7940,231,50220,-38004,17308,-8171.0,0.09324183315038681,0.000708356499671936,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-09,32754,7275,-18250,-152,88224,-16436,25479,-18098.0,0.09468800574541092,0.000510089099407196,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-02,51004,7427,-8395,1896,104660,-2482,43577,-10291.0,0.09648877382278442,0.00015430152416229248,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-26,59399,5531,251,-3302,107142,895,53868,3553.0,0.09847656637430191,-0.00010679662227630615,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-19,59148,8833,-899,-690,106247,551,50315,-209.0,0.09873812645673752,6.527453660964966e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-12,60047,9523,-22170,-401,105696,-7543,50524,-21769.0,0.09845427423715591,-2.714991569519043e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-05,82217,9924,-8328,-1853,113239,8688,72293,-6475.0,0.10088781267404556,0.0003731772303581238,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-29,90545,11777,-7430,3939,104551,-7041,78768,-11369.0,0.09956887364387512,-0.00023849308490753174,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-22,97975,7838,10845,-6951,111592,4436,90137,17796.0,0.09965916723012924,-0.0002758726477622986,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-15,87130,14789,4350,4199,107156,6781,72341,151.0,0.09715812653303146,-0.0008810907602310181,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-08,82780,10590,2418,4163,100375,170,72190,-1745.0,0.09695278108119965,-8.466839790344238e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-24,101766,3596,1818,-505,116518,4607,98170,2323.0,0.09745638817548752,0.00013278424739837646,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-17,99948,4101,8964,-2721,111911,-36657,95847,11685.0,0.09698192030191422,-0.00012431293725967407,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-10,90984,6822,-13852,821,148568,-2134,84162,-14673.0,0.09597205370664597,0.00012417882680892944,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-03,104836,6001,4408,329,150702,30364,98835,4079.0,0.09698474407196045,1.2218952178955078e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-27,100428,5672,2889,-1268,120338,3803,94756,4157.0,0.09630756825208664,-0.000574752688407898,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-20,97539,6940,-7294,1135,116535,-2310,90599,-8429.0,0.09629551321268082,-0.00012906640768051147,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-13,104833,5805,-3731,-1248,118845,-3970,99028,-2483.0,0.09548818320035934,9.291619062423706e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-06,108564,7053,8005,-2710,122815,6345,101511,10715.0,0.09524444490671158,0.0004244595766067505,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-29,100559,9763,-27510,2551,116470,-25536,90796,-30061.0,0.0948946624994278,-0.00043876469135284424,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-22,128069,7212,5399,-564,142006,5463,120857,5963.0,0.09537343680858612,-0.00018500536680221558,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-15,122670,7776,-1446,-937,136543,-1891,114894,-509.0,0.09561783820390701,-4.567205905914307e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-08,124116,8713,-3759,1741,138434,-1732,115403,-5500.0,0.09468352049589157,5.823373794555664e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-25,109318,5467,15921,1374,120313,16246,103851,14547.0,0.09352786839008331,2.1860003471374512e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-18,93397,4093,13416,-2154,104067,-22500,89304,15570.0,0.09367681294679642,0.0003671199083328247,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-11,79981,6247,-40860,-1711,126567,-43943,73734,-39149.0,0.09298000484704971,6.651878356933594e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-04,120841,7958,-10824,1627,170510,-6809,112883,-12451.0,0.0933488979935646,-0.00015711039304733276,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-26,131665,6331,8066,-761,177319,10892,125334,8827.0,0.0932183638215065,-0.00027016550302505493,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-19,123599,7092,12545,2060,166427,14414,116507,10485.0,0.09292039275169373,0.00011813640594482422,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-12,111054,5032,31932,-2035,152013,30897,106022,33967.0,0.09302757680416107,-0.00014128535985946655,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-05,79122,7067,27931,-2338,121116,36747,72055,30269.0,0.09231138229370117,-0.00022637099027633667,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-29,51191,9405,16576,-1247,84369,2664,41786,17823.0,0.09224241971969604,-3.8295984268188477e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-22,34615,10652,-3656,2333,81705,-503,23963,-5989.0,0.09153317660093307,-0.0002688989043235779,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-15,38271,8319,-23849,2065,82208,-11334,29952,-25914.0,0.09145031124353409,-6.444007158279419e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-08,62120,6254,-73,351,93542,7777,55866,-424.0,0.09151894599199295,-2.7641654014587402e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-31,62193,5903,-13138,2380,85765,-8622,56290,-15518.0,0.09180207550525665,-0.00013504177331924438,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-24,75331,3523,4621,-298,94387,4450,71808,4919.0,0.09254803508520126,-4.455447196960449e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-18,70710,3821,12510,-15476,89937,-36840,66889,27986.0,0.09226028621196747,-8.093565702438354e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-11,58200,19297,25652,-3215,126777,21738,38903,28867.0,0.09191261231899261,-0.0005344599485397339,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-04,32548,22512,6197,7930,105039,14568,10036,-1733.0,0.09194810688495636,-0.00029855966567993164,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-27,26351,14582,-5280,-142,90471,-3768,11769,-5138.0,0.09136592596769333,-0.00027714669704437256,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-20,31631,14724,-14007,3325,94239,-8610,16907,-17332.0,0.0912666916847229,0.00022517889738082886,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-13,45638,11399,-22534,-3198,102849,-10446,34239,-19336.0,0.09234462678432465,0.0006149709224700928,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-06,68172,14597,-8658,7532,113295,-4733,53575,-16190.0,0.09348240494728088,0.0009908676147460938,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-30,76830,7065,25727,1221,118028,21706,69765,24506.0,0.09320533275604248,-0.0008070245385169983,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-23,51103,5844,13533,-1532,96322,11696,45259,15065.0,0.0923958271741867,0.00011936575174331665,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-16,37570,7376,11691,-7783,84626,4143,30194,19474.0,0.09230201691389084,-0.00026401132345199585,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-09,25879,15159,7781,-5082,80483,6858,10720,12863.0,0.09237021952867508,-5.036592483520508e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-02,18098,20241,-248,-11026,73625,-1526,-2143,10778.0,0.09169264137744904,2.51084566116333e-06,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-25,18346,31267,8398,-6753,75151,2597,-12921,15151.0,0.09173469990491867,6.727129220962524e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-18,9948,38020,-6857,8082,72554,-56293,-28072,-14939.0,0.0910663902759552,6.215274333953857e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-11,16805,29938,6081,3294,128847,19729,-13133,2787.0,0.09048136323690414,0.0002042129635810852,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-04,10724,26644,-37,-4319,109118,7939,-15920,4282.0,0.09071117639541626,0.00042179226875305176,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-28,10761,30963,1087,-2845,101179,-325,-20202,3932.0,0.08968610316514969,-0.000652216374874115,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-21,9674,33808,-16956,18893,101504,7490,-24134,-35849.0,0.08978433907032013,-0.0008158832788467407,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-14,26630,14915,-527,4128,94014,-566,11715,-4655.0,0.09013068675994873,0.0008728653192520142,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-07,27157,10787,-7258,-1022,94580,-1360,16370,-6236.0,0.09135089814662933,-0.00019066035747528076,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-31,34415,11809,-27640,-2518,95940,-7265,22606,-25122.0,0.09101251512765884,-0.000362589955329895,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-24,62055,14327,-3991,6448,103205,1523,47728,-10439.0,0.09231394529342651,0.00026682019233703613,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-17,66046,7879,6985,1030,101682,6077,58167,5955.0,0.09304922819137573,-0.0001882612705230713,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-10,59061,6849,3445,13,95605,1016,52212,3432.0,0.09215061366558075,-0.0004462599754333496,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-03,55616,6836,1858,-4942,94589,1,48780,6800.0,0.09288673102855682,-0.00015383213758468628,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-26,53758,11778,-15738,6855,94588,-10086,41980,-22593.0,0.09217439591884613,-0.0002940520644187927,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-19,69496,4923,-3102,-11345,104674,-33365,64573,8243.0,0.09316626191139221,0.0009391605854034424,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-12,72598,16268,-24767,9959,138039,-3393,56330,-34726.0,0.09096697717905045,-0.000629916787147522,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-05,97365,6309,2625,-2294,141432,1467,91056,4919.0,0.09254974126815796,0.00037279725074768066,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-29,94740,8603,13378,-3521,139965,11077,86137,16899.0,0.09250009804964066,-0.0006705000996589661,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-22,81362,12124,-4482,-10658,128888,-14055,69238,6176.0,0.09264406561851501,-4.636496305465698e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-15,85844,22782,16506,1771,142943,16266,63062,14735.0,0.09257287532091141,-0.0002586767077445984,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-08,69338,21011,18562,-3198,126677,19111,48327,21760.0,0.0922679454088211,-0.0004491284489631653,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-01,50776,24209,22723,1885,107566,26764,26567,20838.0,0.09147205948829651,-0.0001903250813484192,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-24,28053,22324,-313,3717,80802,3250,5729,-4030.0,0.09111201763153076,-0.00039687007665634155,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-17,28366,18607,-2074,1911,77552,2444,9759,-3985.0,0.09106389433145523,-7.718801498413086e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-10,30440,16696,6991,-4970,75108,2006,13744,11961.0,0.09092728048563004,0.00014033913612365723,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-03,23449,21666,-3269,-1508,73102,1412,1783,-1761.0,0.09148293733596802,0.0005366355180740356,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-27,26718,23174,5885,-16675,71690,-3775,3544,22560.0,0.09044698625802994,1.6354024410247803e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-20,20833,39849,-7486,-2998,75465,-37842,-19016,-4488.0,0.09012256562709808,-0.0007865279912948608,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-13,28319,42847,-2491,-3558,113307,11225,-14528,1067.0,0.08944543451070786,-0.00035906583070755005,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-06,30810,46405,-2852,12925,102082,7326,-15595,-15777.0,0.08991996943950653,0.0005488693714141846,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-27,33662,33480,-12749,4687,94756,-4582,182,-17436.0,0.08948545902967453,-9.378790855407715e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-20,46411,28793,4164,7953,99338,8077,17618,-3789.0,0.09103737026453018,-4.560500383377075e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-13,42247,20840,-1790,-6483,91261,-1895,21407,4693.0,0.0913926437497139,-0.00022859126329421997,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-06,44037,27323,3442,-2757,93156,-2575,16714,6199.0,0.09153234213590622,0.00036882609128952026,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-30,40595,30080,-4740,2850,95731,5311,10515,-7590.0,0.09070706367492676,-0.00026404857635498047,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-23,45335,27230,-4285,4110,90420,-331,18105,-8395.0,0.09142857044935226,-0.00017923861742019653,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-16,49620,23120,-2960,-1594,90751,-3072,26500,-1366.0,0.0913083627820015,-8.428096771240234e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-09,52580,24714,-30670,9337,93823,-22070,27866,-40007.0,0.09089256823062897,-0.0002776011824607849,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-03,83250,15377,20494,7402,115893,20372,67873,13092.0,0.09233610332012177,0.00029744207859039307,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-26,62756,7975,-7022,-1800,95521,14707,54781,-5222.0,0.09194725751876831,0.00012411177158355713,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-19,69778,9775,13950,1583,80814,-28036,60003,12367.0,0.09237448871135712,2.559274435043335e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-12,55828,8192,21893,-394,108850,35028,47636,22287.0,0.09228496998548508,4.681199789047241e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-05,33935,8586,6502,-15558,73822,306,25349,22060.0,0.09211072325706482,-0.0002509653568267822,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-28,27433,24144,-7588,1262,73516,-3033,3289,-8850.0,0.09071940928697586,-0.00018968433141708374,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-21,35021,22882,-10798,11223,76549,2394,12139,-22021.0,0.09139096736907959,0.00010845065116882324,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-14,45819,11659,-21806,2094,74155,-16143,34160,-23900.0,0.09224411100149155,-0.0001320764422416687,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-07,67625,9565,-25513,-1392,90298,-23034,58060,-24121.0,0.09250693768262863,6.841123104095459e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-31,93138,10957,14086,-1012,113332,13479,82181,15098.0,0.09306394308805466,0.00047735124826431274,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-24,79052,11969,14361,-245,99853,15746,67083,14606.0,0.09250693768262863,-0.0006549730896949768,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-17,64691,12214,33382,-9323,84107,13788,52477,42705.0,0.09242144227027893,8.533895015716553e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-10,31309,21537,410,-3698,70319,8636,9772,4108.0,0.09080178290605545,-0.00022729486227035522,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-03,30899,25235,14672,4741,61683,7113,5664,9931.0,0.09063717722892761,-0.00022235512733459473,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-26,16227,20494,-4838,1891,54570,1867,-4267,-6729.0,0.09094215929508209,0.00018158555030822754,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-19,21065,18603,-51,5561,52703,-28615,2462,-5612.0,0.09136592596769333,2.921372652053833e-05,3,Market is Strengthening (Bearish Reversal)
