,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1703,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-24,442,1981,     -26,      53,5106,      56,-1539,-50136.0
1706,SILVER - COMMODITY EXCHANGE INC.,1994-05-17,53632,5035,    5674,    -845,119947,    5930,48597,50057.0
1705,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-17,468,1928,    -244,    -284,5050,     -46,-1460,40.0
1707,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-10,712,2212,      49,     -79,5096,     -29,-1500,-43578.0
1708,SILVER - COMMODITY EXCHANGE INC.,1994-05-10,47958,5880,   -1134,   -1129,114017,   -6093,42078,43706.0
1709,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-05-03,663,2291,    -131,    -101,5125,    -103,-1628,-43711.0
1710,SILVER - COMMODITY EXCHANGE INC.,1994-05-03,49092,7009,    3421,    -563,120110,   -7748,42083,3984.0
1712,SILVER - COMMODITY EXCHANGE INC.,1994-04-26,45671,7572,    2118,    1241,127858,   13311,38099,39697.0
1711,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-26,794,2392,    -384,     -18,5228,    -153,-1598,-38820.0
1713,SILVER - COMMODITY EXCHANGE INC.,1994-04-19,43553,6331,    3245,    1176,114547,     987,37222,38454.0
1714,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-19,1178,2410,    -496,    -346,5381,    -347,-1232,-150.0
1716,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-12,1674,2756,     119,    -275,5728,    -165,-1082,-36235.0
1715,SILVER - COMMODITY EXCHANGE INC.,1994-04-12,40308,5155,   -5063,    -375,113560,   -3850,35153,-4688.0
1718,SILVER - COMMODITY EXCHANGE INC.,1994-04-05,45371,5530,   -4059,     287,117410,     508,39841,41317.0
1717,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-04-05,1555,3031,       6,     -24,5893,      88,-1476,-45663.0
1719,SILVER - COMMODITY EXCHANGE INC.,1994-03-29,49430,5243,    1262,     828,116902,     366,44187,45693.0
1720,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-29,1549,3055,      96,     206,5805,      31,-1506,-45259.0
1721,SILVER - COMMODITY EXCHANGE INC.,1994-03-22,48168,4415,    1957,     853,116536,    2713,43753,45149.0
1722,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-22,1453,2849,     275,      -9,5774,     138,-1396,284.0
1724,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-15,1178,2858,    -156,    -108,5636,     -91,-1680,-44329.0
1723,SILVER - COMMODITY EXCHANGE INC.,1994-03-15,46211,3562,    7216,    -187,113823,    6766,42649,7403.0
1725,SILVER - COMMODITY EXCHANGE INC.,1994-03-08,38995,3749,   -1452,     322,107057,    -872,35246,36878.0
1726,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-08,1334,2966,     149,      64,5727,      66,-1632,85.0
1727,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-03-01,1185,2902,       2,      -5,5661,      31,-1717,-38737.0
1728,SILVER - COMMODITY EXCHANGE INC.,1994-03-01,40447,3427,    2451,    -331,107929,   -7553,37020,38744.0
1730,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-22,1183,2907,      74,     298,5630,      36,-1724,-35962.0
1729,SILVER - COMMODITY EXCHANGE INC.,1994-02-22,37996,3758,     228,     404,115482,   -2173,34238,35738.0
1732,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-15,1109,2609,     -39,      51,5594,     257,-1500,-35914.0
1731,SILVER - COMMODITY EXCHANGE INC.,1994-02-15,37768,3354,   -5342,   -1007,117655,   -1480,34414,-4335.0
1733,SILVER - COMMODITY EXCHANGE INC.,1994-02-08,43110,4361,    3324,     345,119135,    4857,38749,40159.0
1734,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-08,1148,2558,     264,     243,5337,     136,-1410,21.0
1735,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-02-01,884,2315,     130,      -4,5201,     -47,-1431,-37201.0
1736,SILVER - COMMODITY EXCHANGE INC.,1994-02-01,39786,4016,     675,    -175,114278,    3627,35770,850.0
1737,SILVER - COMMODITY EXCHANGE INC.,1994-01-25,39111,4191,    -179,      31,110651,    -826,34920,36485.0
1738,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-25,754,2319,     -23,     -55,5248,     106,-1565,-36695.0
1740,SILVER - COMMODITY EXCHANGE INC.,1994-01-18,39290,4160,    4060,     134,111477,    4513,35130,36727.0
1739,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-18,777,2374,     -29,     -48,5142,     -31,-1597,19.0
1741,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-11,806,2422,     -17,     -25,5173,       7,-1616,-32820.0
1742,SILVER - COMMODITY EXCHANGE INC.,1994-01-11,35230,4026,   -2695,     145,106964,  -11077,31204,32828.0
1743,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1994-01-04,823,2447,     -13,      16,5166,     153,-1624,-35668.0
1744,SILVER - COMMODITY EXCHANGE INC.,1994-01-04,37925,3881,    2756,     832,118041,    3987,34044,1924.0
1746,SILVER - COMMODITY EXCHANGE INC.,1993-12-28,35169,3049,    1216,      29,114054,    1722,32120,33715.0
1745,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-28,836,2431,       2,      -2,5013,      30,-1595,-32528.0
1748,SILVER - COMMODITY EXCHANGE INC.,1993-12-21,33953,3020,      95,    -712,112332,    2060,30933,32532.0
1747,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-21,834,2433,     179,     148,4983,      11,-1599,31.0
1750,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-14,655,2285,     -31,      17,4972,     126,-1630,-31756.0
1749,SILVER - COMMODITY EXCHANGE INC.,1993-12-14,33858,3732,    2463,   -1354,110272,    3050,30126,31708.0
1752,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-12-07,686,2268,       8,     485,4846,     174,-1582,-27891.0
1751,SILVER - COMMODITY EXCHANGE INC.,1993-12-07,31395,5086,    6152,     415,107222,   14416,26309,27414.0
1753,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-30,678,1783,      97,    -435,4672,    -786,-1105,-21677.0
1754,SILVER - COMMODITY EXCHANGE INC.,1993-11-30,25243,4671,      63,     -33,92806,  -11097,20572,22209.0
1755,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-23,581,2218,     386,     134,5458,     588,-1637,-22113.0
1756,SILVER - COMMODITY EXCHANGE INC.,1993-11-23,25180,4704,   -3293,     916,103903,    2624,20476,-4209.0
1757,SILVER - COMMODITY EXCHANGE INC.,1993-11-16,28473,3788,     724,   -1986,101279,    -734,24685,26574.0
1758,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-16,195,2084,       0,    -502,4870,    -120,-1889,-23864.0
1759,SILVER - COMMODITY EXCHANGE INC.,1993-11-09,27749,5774,    -314,    -923,102013,     750,21975,24366.0
1760,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-09,195,2586,       0,       7,4990,    -137,-2391,-23757.0
1761,SILVER - COMMODITY EXCHANGE INC.,1993-11-02,28063,6697,     702,    3394,101263,    5063,21366,23750.0
1762,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-11-02,195,2579,       0,     -62,5127,     -51,-2384,-26442.0
1763,SILVER - COMMODITY EXCHANGE INC.,1993-10-26,27361,3303,     -80,    -434,96200,    3543,24058,26504.0
1764,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-26,195,2641,       0,     -70,5178,     -77,-2446,-26150.0
1766,SILVER - COMMODITY EXCHANGE INC.,1993-10-19,27441,3737,   -1666,     513,92657,    -923,23704,26220.0
1765,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-19,195,2711,       0,     -34,5255,     -37,-2516,34.0
1768,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-12,195,2745,     -20,       5,5292,     -47,-2550,-28433.0
1767,SILVER - COMMODITY EXCHANGE INC.,1993-10-12,29107,3224,     268,   -1899,93580,    3119,25883,28408.0
1770,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-10-05,215,2740,       0,     -44,5339,     -16,-2525,-26241.0
1769,SILVER - COMMODITY EXCHANGE INC.,1993-10-05,28839,5123,    -238,    -243,90461,    -772,23716,26285.0
1771,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-28,215,2784,       0,     -25,5355,      90,-2569,-26280.0
1772,SILVER - COMMODITY EXCHANGE INC.,1993-09-28,29077,5366,    -165,    -904,91233,   -1169,23711,739.0
1773,SILVER - COMMODITY EXCHANGE INC.,1993-09-21,29242,6270,   -2163,     256,92402,   -3339,22972,25566.0
1774,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-21,215,2809,       0,     -20,5265,      -5,-2594,-27985.0
1775,SILVER - COMMODITY EXCHANGE INC.,1993-09-14,31405,6014,     660,    1048,95741,    -649,25391,28005.0
1776,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-14,215,2829,    -223,    -153,5270,    -264,-2614,-70.0
1777,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-09-07,438,2982,      25,    -138,5534,    -139,-2544,-28323.0
1778,SILVER - COMMODITY EXCHANGE INC.,1993-09-07,30745,4966,   -2957,    1094,96390,   -3194,25779,-4051.0
1779,SILVER - COMMODITY EXCHANGE INC.,1993-08-31,33702,3872,    4537,    -392,99584,   -8738,29830,32537.0
1780,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-31,413,3120,    -139,      34,5673,      18,-2707,-173.0
1782,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-24,552,3086,    -123,     -13,5655,      20,-2534,-27435.0
1781,SILVER - COMMODITY EXCHANGE INC.,1993-08-24,29165,4264,    -338,      24,108322,    1509,24901,27325.0
1783,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-17,675,3099,      29,     -64,5635,     -87,-2424,-27687.0
1784,SILVER - COMMODITY EXCHANGE INC.,1993-08-17,29503,4240,   -1655,   -3327,106813,    -890,25263,27780.0
1786,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-10,646,3163,     274,    -254,5722,    -335,-2517,-26108.0
1785,SILVER - COMMODITY EXCHANGE INC.,1993-08-10,31158,7567,   -5994,    -373,107703,   -7197,23591,-5621.0
1788,SILVER - COMMODITY EXCHANGE INC.,1993-08-03,37152,7940,    2475,    1187,114900,    7938,29212,32257.0
1787,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-08-03,372,3417,    -116,     209,6057,     157,-3045,-30969.0
1790,SILVER - COMMODITY EXCHANGE INC.,1993-07-27,34677,6753,     598,     301,106962,   -1586,27924,30644.0
1789,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-27,488,3208,     -96,    -175,5900,    -180,-2720,79.0
1791,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-20,584,3383,     -34,      -9,6080,      31,-2799,-30426.0
1792,SILVER - COMMODITY EXCHANGE INC.,1993-07-20,34079,6452,   -1624,     961,108548,     306,27627,30401.0
1793,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-13,618,3392,      70,    -246,6049,    -225,-2774,-32986.0
1794,SILVER - COMMODITY EXCHANGE INC.,1993-07-13,35703,5491,    3723,     420,108242,    4736,30212,3303.0
1796,SILVER - COMMODITY EXCHANGE INC.,1993-07-06,31980,5071,    5304,    3146,103506,     528,26909,29999.0
1795,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-07-06,548,3638,     143,     269,6274,     286,-3090,-27841.0
1798,SILVER - COMMODITY EXCHANGE INC.,1993-06-29,26676,1925,    1135,   -5615,102978,    1209,24751,27715.0
1797,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-29,405,3369,      -8,      56,5988,     162,-2964,-20965.0
1799,SILVER - COMMODITY EXCHANGE INC.,1993-06-22,25541,7540,    2279,    3101,101769,    2765,18001,20901.0
1800,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-22,413,3313,       5,      15,5826,       2,-2900,-10.0
1802,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-15,408,3298,     -12,     -44,5824,    -120,-2890,-21713.0
1801,SILVER - COMMODITY EXCHANGE INC.,1993-06-15,23262,4439,   -4512,   -1039,99004,   -4989,18823,-3473.0
1803,SILVER - COMMODITY EXCHANGE INC.,1993-06-08,27774,5478,   -3025,   -1330,103993,   -3645,22296,25218.0
1804,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-08,420,3342,      14,     164,5944,      94,-2922,-26913.0
1805,SILVER - COMMODITY EXCHANGE INC.,1993-06-01,30799,6808,   -1898,    1379,107638,     558,23991,26763.0
1806,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-06-01,406,3178,      -8,   -1253,5850,    -992,-2772,-30040.0
1808,SILVER - COMMODITY EXCHANGE INC.,1993-05-25,32697,5429,    -861,     534,107080,    -137,27268,31285.0
1807,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-25,414,4431,     199,      12,6842,     296,-4017,187.0
1810,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-18,215,4419,    -274,      54,6546,     469,-4204,-32867.0
1809,SILVER - COMMODITY EXCHANGE INC.,1993-05-18,33558,4895,   -1363,    -354,107217,    2969,28663,-1009.0
1812,SILVER - COMMODITY EXCHANGE INC.,1993-05-11,34921,5249,     -64,     158,104248,      -4,29672,33548.0
1811,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-11,489,4365,    -222,     105,6077,     401,-3876,-327.0
1814,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-05-04,711,4260,     -40,      97,5676,      99,-3549,-33443.0
1813,SILVER - COMMODITY EXCHANGE INC.,1993-05-04,34985,5091,   -1729,    2415,104252,   -5279,29894,-4144.0
1815,SILVER - COMMODITY EXCHANGE INC.,1993-04-27,36714,2676,    2134,     458,109531,   10553,34038,37450.0
1816,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-27,751,4163,       0,     206,5577,     102,-3412,-206.0
1818,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-20,751,3957,    -150,    -106,5475,     -69,-3206,-35568.0
1817,SILVER - COMMODITY EXCHANGE INC.,1993-04-20,34580,2218,    -154,     656,98978,    3460,32362,-810.0
1819,SILVER - COMMODITY EXCHANGE INC.,1993-04-13,34734,1562,   -2398,   -1343,95518,   -1429,33172,36334.0
1820,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-13,901,4063,       0,     212,5544,      71,-3162,-212.0
1822,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-04-06,901,3851,     330,     528,5473,      57,-2950,-37177.0
1821,SILVER - COMMODITY EXCHANGE INC.,1993-04-06,37132,2905,    6765,    -206,96947,    4268,34227,6971.0
1823,SILVER - COMMODITY EXCHANGE INC.,1993-03-30,30367,3111,   10434,   -4586,92679,    8204,27256,30008.0
1824,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-30,571,3323,       0,    -280,5416,     -17,-2752,-14988.0
1826,SILVER - COMMODITY EXCHANGE INC.,1993-03-23,19933,7697,    1847,     168,84475,    1615,12236,15268.0
1825,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-23,571,3603,       0,      13,5433,      77,-3032,-13.0
1828,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-16,571,3590,       0,      68,5356,    -338,-3019,-13576.0
1827,SILVER - COMMODITY EXCHANGE INC.,1993-03-16,18086,7529,     589,   -7760,82860,   -5364,10557,8349.0
1830,SILVER - COMMODITY EXCHANGE INC.,1993-03-09,17497,15289,    -971,    -420,88224,    -129,2208,5159.0
1829,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-09,571,3522,      35,     114,5694,      81,-2951,-79.0
1831,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-03-02,536,3408,       0,      74,5613,     161,-2872,-5631.0
1832,SILVER - COMMODITY EXCHANGE INC.,1993-03-02,18468,15709,    1334,    -154,88353,   -8415,2759,1488.0
1833,SILVER - COMMODITY EXCHANGE INC.,1993-02-23,17134,15863,    -721,   13032,96768,   13755,1271,4069.0
1834,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-23,536,3334,       0,     387,5452,     156,-2798,-387.0
1835,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-16,536,2947,       0,       4,5296,      72,-2411,-17435.0
1836,SILVER - COMMODITY EXCHANGE INC.,1993-02-16,17855,2831,    -625,   -2575,83013,    2532,15024,17431.0
1838,1000 TROY OUNCE SILVER - CHICAGO BOARD OF TRADE,1993-02-09,536,2943,       0,      11,5224,      -9,-2407,-15481.0
1837,SILVER - COMMODITY EXCHANGE INC.,1993-02-09,18480,5406,     416,     181,80481,    1281,13074,15470.0
1840,SILVER - CHICAGO BOARD OF TRADE,1993-02-02,536,2932,       0,    -116,5233,     -98,-2396,-15235.0
1839,SILVER - COMMODITY EXCHANGE INC.,1993-02-02,18064,5225,   -1493,    1813,79200,   -1402,12839,15351.0
1841,SILVER - CHICAGO BOARD OF TRADE,1993-01-26,536,3048,       0,     191,5331,    -937,-2512,-18657.0
1842,SILVER - COMMODITY EXCHANGE INC.,1993-01-26,19557,3412,    2190,   -1938,80602,    -756,16145,18466.0
1843,SILVER - CHICAGO BOARD OF TRADE,1993-01-19,536,2857,       0,    -229,6268,    1085,-2321,-14338.0
1844,SILVER - COMMODITY EXCHANGE INC.,1993-01-19,17367,5350,     702,   -1279,81358,    1818,12017,14567.0
1845,SILVER - CHICAGO BOARD OF TRADE,1993-01-12,536,3086,       0,     -12,5183,      44,-2550,-12586.0
1846,SILVER - COMMODITY EXCHANGE INC.,1993-01-12,16665,6629,    -829,   -2569,79540,    1900,10036,1740.0
1848,SILVER - COMMODITY EXCHANGE INC.,1993-01-05,17494,9198,    -189,    1706,77640,    2438,8296,10858.0
1847,SILVER - CHICAGO BOARD OF TRADE,1993-01-05,536,3098,       0,       4,5139,      18,-2562,-4.0
1849,SILVER - CHICAGO BOARD OF TRADE,1992-12-29,536,3094,       0,      77,5121,      88,-2558,-12749.0
1850,SILVER - COMMODITY EXCHANGE INC.,1992-12-29,17683,7492,   -1523,    2736,75202,    3216,10191,12672.0
1852,SILVER - CHICAGO BOARD OF TRADE,1992-12-22,536,3017,       0,      -9,5033,     -32,-2481,-16931.0
1851,SILVER - COMMODITY EXCHANGE INC.,1992-12-22,19206,4756,     673,    -654,71986,     655,14450,16940.0
1853,SILVER - CHICAGO BOARD OF TRADE,1992-12-15,536,3026,       0,     201,5065,      47,-2490,-15613.0
1854,SILVER - COMMODITY EXCHANGE INC.,1992-12-15,18533,5410,       3,    1463,71331,     465,13123,15412.0
1856,SILVER - CHICAGO BOARD OF TRADE,1992-12-08,536,2825,       0,     -19,5018,     -40,-2289,-16872.0
1855,SILVER - COMMODITY EXCHANGE INC.,1992-12-08,18530,3947,    -695,       0,70866,    -572,14583,-695.0
1858,SILVER - COMMODITY EXCHANGE INC.,1992-12-01,19225,3947,    -372,    -600,71438,   -4092,15278,17586.0
1857,SILVER - CHICAGO BOARD OF TRADE,1992-12-01,536,2844,    -223,    -498,5058,   -1106,-2308,-17358.0
1860,SILVER - COMMODITY EXCHANGE INC.,1992-11-24,19597,4547,     305,     274,75530,    -971,15050,17633.0
1859,SILVER - CHICAGO BOARD OF TRADE,1992-11-24,759,3342,       0,    -272,6164,      30,-2583,-17602.0
1861,SILVER - COMMODITY EXCHANGE INC.,1992-11-17,19292,4273,   -3125,    -947,76501,   -4166,15019,17874.0
1862,SILVER - CHICAGO BOARD OF TRADE,1992-11-17,759,3614,       0,     273,6134,     -83,-2855,-273.0
1863,SILVER - CHICAGO BOARD OF TRADE,1992-11-10,759,3341,       0,     -49,6217,     195,-2582,-19779.0
1864,SILVER - COMMODITY EXCHANGE INC.,1992-11-10,22417,5220,    1812,    -143,80667,    7154,17197,1955.0
1866,SILVER - COMMODITY EXCHANGE INC.,1992-11-03,20605,5363,     546,    -553,73513,     468,15242,17873.0
1865,SILVER - CHICAGO BOARD OF TRADE,1992-11-03,759,3390,       0,      34,6022,      87,-2631,-34.0
1868,SILVER - CHICAGO BOARD OF TRADE,1992-10-27,759,3356,       0,      20,5935,      46,-2597,-16740.0
1867,SILVER - COMMODITY EXCHANGE INC.,1992-10-27,20059,5916,     621,    -902,73045,    -573,14143,16720.0
1869,SILVER - CHICAGO BOARD OF TRADE,1992-10-20,759,3336,       0,     507,5889,      78,-2577,-15197.0
1870,SILVER - COMMODITY EXCHANGE INC.,1992-10-20,19438,6818,     639,    -486,73618,    3564,12620,1125.0
1871,SILVER - COMMODITY EXCHANGE INC.,1992-10-13,18799,7304,     261,     -29,70054,   -1195,11495,13565.0
1872,SILVER - CHICAGO BOARD OF TRADE,1992-10-13,759,2829,       0,     430,5811,     108,-2070,-13275.0
1873,SILVER - COMMODITY EXCHANGE INC.,1992-10-06,18538,7333,      89,     437,71249,    -640,11205,12845.0
1874,SILVER - CHICAGO BOARD OF TRADE,1992-10-06,759,2399,     -10,      46,5703,      47,-1640,-13193.0
1875,SILVER - COMMODITY EXCHANGE INC.,1992-09-30,18449,6896,    1054,     642,71889,    -753,11553,13137.0
1876,SILVER - CHICAGO BOARD OF TRADE,1992-09-30,769,2353,       0,      66,5656,      50,-1584,-66.0
1878,SILVER - CHICAGO BOARD OF TRADE,1992-09-15,769,2287,       0,     109,5606,      81,-1518,-12659.0
1877,SILVER - COMMODITY EXCHANGE INC.,1992-09-15,17395,6254,   -2788,   -6738,72642,   -6884,11141,12550.0
1879,SILVER - CHICAGO BOARD OF TRADE,1992-08-31,769,2178,       0,     -92,5525,     -22,-1409,-8600.0
1880,SILVER - COMMODITY EXCHANGE INC.,1992-08-31,20183,12992,    1811,   -2131,79526,   -3526,7191,8692.0
1882,SILVER - CHICAGO BOARD OF TRADE,1992-08-14,769,2270,       0,      20,5547,      83,-1501,-4750.0
1881,SILVER - COMMODITY EXCHANGE INC.,1992-08-14,18372,15123,   -2237,    3759,83052,    2285,3249,4730.0
1883,SILVER - CHICAGO BOARD OF TRADE,1992-07-31,769,2250,       0,     110,5464,     -15,-1481,-10726.0
1884,SILVER - COMMODITY EXCHANGE INC.,1992-07-31,20609,11364,    -385,   -2068,80767,    -742,9245,1683.0
1885,SILVER - COMMODITY EXCHANGE INC.,1992-07-15,20994,13432,     778,    -611,81509,    1126,7562,8933.0
1886,SILVER - CHICAGO BOARD OF TRADE,1992-07-15,769,2140,       0,     213,5479,     298,-1371,-7544.0
1887,SILVER - COMMODITY EXCHANGE INC.,1992-06-30,20216,14043,   -2577,    8662,80383,   -3635,6173,7331.0
1888,SILVER - CHICAGO BOARD OF TRADE,1992-06-30,769,1927,      20,      35,5181,     114,-1158,-18570.0
1890,SILVER - COMMODITY EXCHANGE INC.,1992-06-15,22793,5381,     731,   -2940,84018,   -2011,17412,18555.0
1889,SILVER - CHICAGO BOARD OF TRADE,1992-06-15,749,1892,     203,     390,5067,     274,-1143,-14884.0
1892,SILVER - COMMODITY EXCHANGE INC.,1992-05-29,22062,8321,    -624,     717,86029,     207,13741,14697.0
1891,SILVER - CHICAGO BOARD OF TRADE,1992-05-29,546,1502,       0,    -252,4793,    -289,-956,252.0
1893,SILVER - CHICAGO BOARD OF TRADE,1992-05-15,546,1754,       0,    -235,5082,    -171,-1208,-16290.0
1894,SILVER - COMMODITY EXCHANGE INC.,1992-05-15,22686,7604,   -1151,   -8933,85822,   -8743,15082,7782.0
1895,SILVER - COMMODITY EXCHANGE INC.,1992-04-30,23837,16537,    2513,    5988,94565,   -1884,7300,8743.0
1896,SILVER - CHICAGO BOARD OF TRADE,1992-04-30,546,1989,.,.,5253,.,-1443,11.0
1897,SILVER - CHICAGO BOARD OF TRADE,1992-04-15,546,2000,       0,      38,5163,     165,-1454,-12229.0
1898,SILVER - COMMODITY EXCHANGE INC.,1992-04-15,21324,10549,   -5871,    5888,96449,    6204,10775,12191.0
1899,SILVER - CHICAGO BOARD OF TRADE,1992-03-31,546,1962,       0,      20,4998,    -288,-1416,-23950.0
1900,SILVER - COMMODITY EXCHANGE INC.,1992-03-31,27195,4661,    2589,   -1359,90245,    2526,22534,23930.0
1902,SILVER - CHICAGO BOARD OF TRADE,1992-03-13,546,1942,       0,     273,5286,      94,-1396,-19982.0
1901,SILVER - COMMODITY EXCHANGE INC.,1992-03-13,24606,6020,    -589,      31,87719,     112,18586,19709.0
1903,SILVER - CHICAGO BOARD OF TRADE,1992-02-28,546,1669,   -2320,    -353,5192,    -773,-1123,-20329.0
1904,SILVER - COMMODITY EXCHANGE INC.,1992-02-28,25195,5989,   -2225,      99,87607,   -6653,19206,-2324.0
1906,SILVER - COMMODITY EXCHANGE INC.,1992-02-14,27420,5890,    -534,      62,94260,   -2083,21530,20686.0
1905,SILVER - CHICAGO BOARD OF TRADE,1992-02-14,2866,2022,       0,      35,5965,     -49,844,-21282.0
1907,SILVER - COMMODITY EXCHANGE INC.,1992-01-31,27954,5828,    3421,   -4999,96343,   -1908,22126,21247.0
1908,SILVER - CHICAGO BOARD OF TRADE,1992-01-31,2866,1987,     420,     269,6014,     108,879,151.0
1910,SILVER - CHICAGO BOARD OF TRADE,1992-01-15,2446,1718,     300,     488,5906,     233,728,-12978.0
1909,SILVER - COMMODITY EXCHANGE INC.,1992-01-15,24533,10827,    5747,   -8975,98251,    1408,13706,12790.0
1912,SILVER - CHICAGO BOARD OF TRADE,1991-12-31,2146,1230,     230,     517,5673,     153,916,1932.0
1911,SILVER - COMMODITY EXCHANGE INC.,1991-12-31,18786,19802,    1571,   -3657,96843,     259,-1016,-2219.0
1913,SILVER - CHICAGO BOARD OF TRADE,1991-12-13,1916,713,    -330,    -506,5520,    -260,1203,7447.0
1914,SILVER - COMMODITY EXCHANGE INC.,1991-12-13,17215,23459,   -1728,   15553,96584,   15544,-6244,-17281.0
1916,SILVER - COMMODITY EXCHANGE INC.,1991-11-29,18943,7906,    -889,   -2793,81040,   -8170,11037,10010.0
1915,SILVER - CHICAGO BOARD OF TRADE,1991-11-29,2246,1219,     100,    -438,5780,    -379,1027,538.0
1918,SILVER - CHICAGO BOARD OF TRADE,1991-11-15,2146,1657,     553,     635,6159,     558,489,-8644.0
1917,SILVER - COMMODITY EXCHANGE INC.,1991-11-15,19832,10699,   -3632,    4980,89210,   -4537,9133,-8612.0
1920,SILVER - COMMODITY EXCHANGE INC.,1991-10-31,23464,5719,     356,   -1575,93747,    3271,17745,17174.0
