,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1453,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-04-29,4694,19164,     267,   -1441,82815,   -1682,-14470,1708.0
1454,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-04-22,4427,20605,    -181,    -243,84497,     373,-16178,62.0
1455,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-04-15,4608,20848,    1527,     518,84124,    2740,-16240,1009.0
1456,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-04-08,3081,20330,   -1846,     670,81384,    2705,-17249,-2516.0
1457,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-04-01,4927,19660,    -133,      68,78679,    3906,-14733,-201.0
1458,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-03-25,5060,19592,      53,    2598,74773,   -1046,-14532,-2545.0
1459,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-03-18,5007,16994,      -8,    2244,75819,    1499,-11987,-2252.0
1460,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-03-11,5015,14750,    2159,    1188,74320,   11458,-9735,971.0
1461,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-03-04,2856,13562,     378,    8030,62862,    6401,-10706,-7652.0
1462,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-02-25,2478,5532,   -2164,    2055,56461,    -167,-3054,-4219.0
1463,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-02-18,4642,3477,    1283,      45,56628,    2422,1165,1238.0
1464,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-02-11,3359,3432,   -2473,    -435,54206,   -1247,-73,-2038.0
1465,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-02-04,5832,3867,    -394,    1024,55453,     958,1965,-1418.0
1466,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-01-28,6226,2843,    -379,     -20,54495,    2238,3383,-359.0
1467,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-01-21,6605,2863,    -128,   -2069,52257,   -1780,3742,1941.0
1468,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-01-14,6733,4932,     603,   -5428,54037,   -6593,1801,6031.0
1469,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1997-01-07,6130,10360,  -11825,   -6878,60630,   -8173,-4230,-4947.0
1470,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-12-31,17955,17238,    1532,    3729,68803,    5619,717,-2197.0
1471,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-12-24,16423,13509,    -907,     478,63184,  -18272,2914,-1385.0
1472,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-12-17,17330,13031,    4472,    2078,81456,    2949,4299,2394.0
1473,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-12-10,12858,10953,   -5121,    7950,78507,    5386,1905,-13071.0
1474,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-12-03,17979,3003,  -11539,    1261,73121,   -4448,14976,-12800.0
1475,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-11-26,29518,1742,   -2018,     784,77569,     597,27776,-2802.0
1476,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-11-19,31536,958,  -15244,     -13,76972,  -12836,30578,-15231.0
1477,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-11-12,46780,971,    4037,    -242,89808,    4382,45809,4279.0
1478,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-11-05,42743,1213,    3566,     -62,85426,    7740,41530,3628.0
1479,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-10-29,39177,1275,    6530,    -355,77686,    7564,37902,6885.0
1480,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-10-22,32647,1630,    1789,    -560,70122,    1761,31017,2349.0
1481,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-10-15,30858,2190,    1350,     665,68361,    3615,28668,685.0
1482,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-10-08,29508,1525,   14402,   -2072,64746,   13411,27983,16474.0
1483,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-10-01,15106,3597,    6835,    1470,51335,   13332,11509,5365.0
1484,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-09-24,8271,2127,    4465,   -2660,38003,   -4444,6144,7125.0
1485,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-09-17,3806,4787,     555,    -690,42447,   -6455,-981,1245.0
1486,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-09-10,3251,5477,   -9508,    1166,48902,   -1198,-2226,-10674.0
1487,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-09-03,12759,4311,    5351,    1556,50100,    6927,8448,3795.0
1488,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-08-27,7408,2755,    4052,   -3105,43173,    2440,4653,7157.0
1489,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-08-20,3356,5860,     465,   -1286,40733,     863,-2504,1751.0
1490,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-08-13,2891,7146,    -500,    -702,39870,   -1649,-4255,202.0
1491,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-08-06,3391,7848,     353,     214,41519,    2264,-4457,139.0
1492,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-07-30,3038,7634,   -1103,    2714,39255,    2478,-4596,-3817.0
1493,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-07-23,4141,4920,    -929,    -282,36777,    -606,-779,-647.0
1494,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-07-16,5070,5202,     517,     955,37383,     647,-132,-438.0
1495,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-07-09,4553,4247,   -6129,    1054,36736,    -980,306,-7183.0
1496,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-07-02,10682,3193,     819,    1606,37716,    2848,7489,-787.0
1497,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-06-25,9863,1587,    6483,    -265,34868,   -2393,8276,6748.0
1498,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-06-18,3380,1852,    -688,       0,37261,   -2184,1528,-688.0
1499,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-06-11,4068,1852,    1571,   -3077,39445,   -4502,2216,4648.0
1500,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-06-04,2497,4929,     345,  -11402,43947,   -9919,-2432,11747.0
1501,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-05-28,2152,16331,     146,    3446,53866,    4058,-14179,-3300.0
1502,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-05-21,2006,12885,   -4801,    6767,49808,    3760,-10879,-11568.0
1503,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-05-14,6807,6118,   -1322,    3730,46048,    3783,689,-5052.0
1504,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-05-07,8129,2388,    -327,     588,42265,    3592,5741,-915.0
1505,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-04-30,8456,1800,   -1784,    1387,38673,    -496,6656,-3171.0
1506,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-04-23,10240,413,   -3936,       0,39169,   -2098,9827,-3936.0
1507,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-04-16,14176,413,   -1652,    -289,41267,      79,13763,-1363.0
1508,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-04-09,15828,702,   -3345,     208,41188,   -3829,15126,-3553.0
1509,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-04-02,19173,494,    5048,    -179,45017,    6782,18679,5227.0
1510,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-03-26,14125,673,    -914,    -125,38235,   -8915,13452,-789.0
1511,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-03-19,15039,798,   10020,    -848,47150,    9477,14241,10868.0
1512,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-03-12,5019,1646,    1558,   -1772,37673,    1819,3373,3330.0
1513,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-03-05,3461,3418,    1626,   -2150,35854,    -423,43,3776.0
1514,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-02-27,1835,5568,    -126,   -1748,36277,   -2789,-3733,1622.0
1515,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-02-20,1961,7316,   -1071,    4062,39066,    3435,-5355,-5133.0
1516,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-02-13,3032,3254,     -90,   -9596,35631,   -6682,-222,9506.0
1517,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-02-06,3122,12850,    1191,    -573,42313,    -599,-9728,1764.0
1518,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-01-30,1931,13423,    -399,   11478,42912,   13691,-11492,-11877.0
1519,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-01-23,2330,1945,    -567,    1122,29221,     931,385,-1689.0
1520,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-01-16,2897,823,    -282,     -23,28290,     319,2074,-259.0
1521,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-01-09,3179,846,     241,    -544,27971,   -1067,2333,785.0
1522,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1996-01-02,2938,1390,      53,    -204,29038,    1230,1548,257.0
1523,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-12-26,2885,1594,     746,   -8869,27808,  -22270,1291,9615.0
1524,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-12-19,2139,10463,     146,    -207,50078,   -1069,-8324,353.0
1525,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-12-12,1993,10670,   -1128,    8203,51147,    8238,-8677,-9331.0
1526,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-12-05,3121,2467,   -1160,    2467,42909,    1552,654,-3627.0
1527,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-11-28,4281,0,      68,    -270,41357,     971,4281,338.0
1528,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-11-21,4213,270,      39,     -32,40386,     914,3943,71.0
1529,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-11-14,4174,302,    -495,     302,39472,     251,3872,-797.0
1530,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-11-07,4669,0,     644,    -206,39221,   -3298,4669,850.0
1531,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-10-31,4025,206,   -1249,   -3943,42519,     151,3819,2694.0
1532,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-10-24,5274,4149,   -6009,    3190,42368,   -1502,1125,-9199.0
1533,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-10-17,11283,959,    -173,      69,43870,   -1333,10324,-242.0
1534,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-10-10,11456,890,    1488,      70,45203,    1622,10566,1418.0
1535,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-10-03,9968,820,    6483,       9,43581,   10428,9148,6474.0
1536,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-09-26,3485,811,    -258,   -1258,33153,  -17673,2674,1000.0
1537,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-09-19,3743,2069,  -20345,    1600,50826,  -23221,1674,-21945.0
1538,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-09-12,24088,469,   -2726,    -646,74047,   14361,23619,-2080.0
1539,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-09-05,26814,1115,    1325,    -181,59686,    1703,25699,1506.0
1540,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-08-29,25489,1296,   12888,     625,57983,   19401,24193,12263.0
1541,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-08-22,12601,671,     940,    -514,38582,     542,11930,1454.0
1542,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-08-15,11661,1185,    -726,     497,38040,    -782,10476,-1223.0
1543,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-08-08,12387,688,     997,     417,38822,    -775,11699,580.0
1544,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-08-01,11390,271,   -5773,    -498,39597,   -6426,11119,-5275.0
1545,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-07-25,17163,769,   -1954,   -1628,46023,   -3289,16394,-326.0
1546,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-07-18,19117,2397,    -975,    -556,49312,   -1057,16720,-419.0
1547,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-07-11,20092,2953,   11472,     961,50369,   16251,17139,10511.0
1548,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-07-03,8620,1992,     431,     -80,34118,     585,6628,511.0
1549,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-06-27,8189,2072,    1469,    -295,33533,   -2933,6117,1764.0
1550,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-06-20,6720,2367,    1306,   -1092,36466,   -4349,4353,2398.0
1551,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-06-13,5414,3459,   -1347,    1425,40815,     820,1955,-2772.0
1552,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-06-06,6761,2034,   -3026,     287,39995,    -890,4727,-3313.0
1553,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-05-30,9787,1747,   -4546,     669,40885,   -4142,8040,-5215.0
1554,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-05-23,14333,1078,   -2195,     223,45027,   -3192,13255,-2418.0
1555,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-05-16,16528,855,   -1519,    -412,48219,   -2749,15673,-1107.0
1556,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-05-09,18047,1267,     249,     616,50968,     140,16780,-367.0
1557,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-05-02,17798,651,     638,      39,50828,     797,17147,599.0
1558,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-04-25,17160,612,     111,      -4,50031,    1491,16548,115.0
1559,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-04-18,17049,616,     596,   -1424,48540,    2175,16433,2020.0
1560,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-04-11,16453,2040,    8649,     607,46365,   13126,14413,8042.0
1561,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-04-04,7804,1433,    3601,    -783,33239,    5976,6371,4384.0
1562,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-03-28,4203,2216,     -92,    -761,27263,    -199,1987,669.0
1563,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-03-21,4295,2977,    1540,   -1827,27462,  -10622,1318,3367.0
1564,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-03-14,2755,4804,   -1633,    -204,38084,   -6003,-2049,-1429.0
1565,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-03-07,4388,5008,     987,    2295,44087,    1441,-620,-1308.0
1566,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-02-28,3401,2713,   -1436,   -1234,42646,    -919,688,-202.0
1567,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-02-21,4837,3947,     458,    -664,43565,     327,890,1122.0
1568,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-02-14,4379,4611,    1159,   -4047,43238,   -3436,-232,5206.0
1569,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-02-07,3220,8658,    -570,  -12833,46674,   -6049,-5438,12263.0
1570,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-01-31,3790,21491,     913,   -4024,52723,   -3490,-17701,4937.0
1571,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-01-24,2877,25515,     449,   -1062,56213,    1162,-22638,1511.0
1572,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-01-17,2428,26577,     745,   -1855,55051,   -1585,-24149,2600.0
1573,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-01-10,1683,28432,     605,     159,56636,    1904,-26749,446.0
1574,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1995-01-03,1078,28273,    -219,    2119,54732,    3143,-27195,-2338.0
1575,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-12-27,1297,26154,    -134,     279,51589,  -15566,-24857,-413.0
1576,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-12-20,1431,25875,    -496,    1083,67155,     151,-24444,-1579.0
1577,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-12-13,1927,24792,     -22,    5269,67004,   11661,-22865,-5291.0
1578,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-12-06,1949,19523,     662,   -1990,55343,     881,-17574,2652.0
1579,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-11-29,1287,21513,    -318,    2875,54462,    8169,-20226,-3193.0
1580,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-11-22,1605,18638,    -976,    8405,46293,    6558,-17033,-9381.0
1581,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-11-15,2581,10233,   -4016,    -198,39735,    1894,-7652,-3818.0
1582,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-11-08,6597,10431,   -1710,    2504,37841,   -1017,-3834,-4214.0
1583,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-11-01,8307,7927,   -1920,    1293,38858,     837,380,-3213.0
1584,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-10-25,10227,6634,     264,   -2314,38021,     171,3593,2578.0
1585,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-10-18,9963,8948,  -12728,    4642,37850,   -6723,1015,-17370.0
1586,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-10-11,22691,4306,   -1356,     -18,44573,   -1667,18385,-1338.0
1587,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-10-04,24047,4324,     235,     661,46240,     325,19723,-426.0
1588,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-09-27,23812,3663,   -1391,    -522,45915,   -8766,20149,-869.0
1589,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-09-20,25203,4185,    2064,   -2922,54681,    3240,21018,4986.0
1590,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-09-13,23139,7107,    7991,   -1500,51441,     342,16032,9491.0
1591,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-09-06,15148,8607,   -1456,     280,51099,    7036,6541,-1736.0
1592,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-08-30,16604,8327,    3245,    1223,44063,    4754,8277,2022.0
1593,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-08-23,13359,7104,    -700,    1517,39309,    -655,6255,-2217.0
1594,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-08-16,14059,5587,     418,     881,39964,    -252,8472,-463.0
1595,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-08-09,13641,4706,    7433,   -3626,40216,    5957,8935,11059.0
1596,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-08-02,6208,8332,   -6528,    2584,34259,   -1340,-2124,-9112.0
1597,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-07-26,12736,5748,    1118,    -221,35599,     672,6988,1339.0
1598,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-07-19,11618,5969,    1461,   -3736,34927,   -1400,5649,5197.0
1599,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-07-12,10157,9705,   -1082,     913,36327,    -209,452,-1995.0
1600,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-07-05,11239,8792,    1145,   -5247,36536,   -3815,2447,6392.0
1601,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-06-28,10094,14039,      -4,    -876,40351,     -96,-3945,872.0
1602,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-06-21,10098,14915,    3877,    9080,40447,   -2627,-4817,-5203.0
1603,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-06-14,6221,5835,    -590,    1192,43074,   -6219,386,-1782.0
1604,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-06-07,6811,4643,    3494,   -4574,49293,    3866,2168,8068.0
1605,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-05-31,3317,9217,     352,   -1083,45427,     283,-5900,1435.0
1606,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-05-24,2965,10300,   -1953,    1243,45144,    2246,-7335,-3196.0
1607,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-05-17,4918,9057,   -1313,     421,42898,   -1092,-4139,-1734.0
1608,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-05-10,6231,8636,    1147,   -2875,43990,      75,-2405,4022.0
1609,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-05-03,5084,11511,    -213,    1777,43915,    2168,-6427,-1990.0
1610,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-04-26,5297,9734,    -357,   -2281,41747,   -1002,-4437,1924.0
1611,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-04-19,5654,12015,     678,   -1928,42749,    -674,-6361,2606.0
1612,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-04-12,4976,13943,    2212,    -451,43423,    -153,-8967,2663.0
1613,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-04-05,2764,14394,   -1982,    -367,43576,    -967,-11630,-1615.0
1614,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-03-29,4746,14761,     217,    2100,44543,     889,-10015,-1883.0
1615,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-03-22,4529,12661,     155,   -1260,43654,  -12742,-8132,1415.0
1616,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-03-15,4374,13921,     672,     819,56396,    3819,-9547,-147.0
1617,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-03-08,3702,13102,    -319,    2090,52577,    5602,-9400,-2409.0
1618,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-03-01,4021,11012,    -991,    1754,46975,    5427,-6991,-2745.0
1619,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-02-22,5012,9258,    1359,     408,41548,     328,-4246,951.0
1620,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-02-15,3653,8850,       6,    3726,41220,    5855,-5197,-3720.0
1621,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-02-08,3647,5124,   -1292,    4039,35365,    6253,-1477,-5331.0
1622,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-02-01,4939,1085,   -3188,     -91,29112,     558,3854,-3097.0
1623,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-01-25,8127,1176,    1937,    -336,28554,    1031,6951,2273.0
1624,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-01-18,6190,1512,    -716,     435,27523,    -171,4678,-1151.0
1625,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-01-11,6906,1077,   -1334,     209,27694,    -601,5829,-1543.0
1626,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1994-01-04,8240,868,    5209,   -1461,28295,    3963,7372,6670.0
1627,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-12-28,3031,2329,    -138,   -2929,24332,   -4879,702,2791.0
1628,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-12-21,3169,5258,     330,    1283,29211,   -2227,-2089,-953.0
1629,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-12-14,2839,3975,    -541,    1377,31438,    -475,-1136,-1918.0
1630,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-12-07,3380,2598,     -40,   -1660,31913,   -2460,782,1620.0
1631,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-11-30,3420,4258,     111,    2038,34373,    2835,-838,-1927.0
1632,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-11-23,3309,2220,     724,   -1852,31538,    1905,1089,2576.0
1633,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-11-16,2585,4072,   -7113,    -181,29633,   -4969,-1487,-6932.0
1634,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-11-09,9698,4253,    1092,     617,34602,    1130,5445,475.0
1635,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-11-02,8606,3636,     962,      70,33472,     284,4970,892.0
1636,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-10-26,7644,3566,    3383,  -11586,33188,  -11884,4078,14969.0
1637,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-10-19,4261,15152,    -173,   -3776,45072,   -4843,-10891,3603.0
1638,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-10-12,4434,18928,     398,   -1648,49915,    -508,-14494,2046.0
1639,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-10-05,4036,20576,     278,    8572,50423,   13651,-16540,-8294.0
1640,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-09-28,3758,12004,     670,    2417,36772,    1999,-8246,-1747.0
1641,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-09-21,3088,9587,     685,   -3144,34773,  -10096,-6499,3829.0
1642,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-09-14,2403,12731,     246,   -4908,44869,   -1911,-10328,5154.0
1643,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-09-07,2157,17639,     192,    -170,46780,    1537,-15482,362.0
1644,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-08-31,1965,17809,    1567,    -917,45243,    -911,-15844,2484.0
1645,CANADIAN DOLLAR - INTERNATIONAL MONETARY MARKET,1993-08-24,398,18726,      45,    -229,46154,   -2694,-18328,274.0
