,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1508,GOLD - COMMODITY EXCHANGE INC.,1998-04-07,35912,30665,   21761,   -5113,180125,   19060,5247,26874.0
1509,GOLD - COMMODITY EXCHANGE INC.,1998-03-31,14151,35778,    7331,  -13193,161065,  -11850,-21627,20524.0
1510,GOLD - COMMODITY EXCHANGE INC.,1998-03-24,6820,48971,    -227,   -9374,172915,  -27343,-42151,9147.0
1511,GOLD - COMMODITY EXCHANGE INC.,1998-03-17,7047,58345,   -6449,   10196,200258,   16130,-51298,-16645.0
1512,GOLD - COMMODITY EXCHANGE INC.,1998-03-10,13496,48149,   -1665,    5096,184128,    3015,-34653,-6761.0
1513,GOLD - COMMODITY EXCHANGE INC.,1998-03-03,15161,43053,    2138,   -3416,181113,    2381,-27892,5554.0
1514,GOLD - COMMODITY EXCHANGE INC.,1998-02-24,13023,46469,   -1579,    7820,178732,    6160,-33446,-9399.0
1515,GOLD - COMMODITY EXCHANGE INC.,1998-02-17,14602,38649,    -791,    1987,172572,    3276,-24047,-2778.0
1516,GOLD - COMMODITY EXCHANGE INC.,1998-02-10,15393,36662,     844,   -1885,169296,    5105,-21269,2729.0
1517,GOLD - COMMODITY EXCHANGE INC.,1998-02-03,14549,38547,    2159,    2025,164191,    2017,-23998,134.0
1518,GOLD - COMMODITY EXCHANGE INC.,1998-01-27,12390,36522,    2285,  -25257,162174,  -19071,-24132,27542.0
1519,GOLD - COMMODITY EXCHANGE INC.,1998-01-20,10105,61779,     253,   -6601,181245,  -10446,-51674,6854.0
1520,GOLD - COMMODITY EXCHANGE INC.,1998-01-13,9852,68380,     138,      82,191691,    2282,-58528,56.0
1521,GOLD - COMMODITY EXCHANGE INC.,1998-01-06,9714,68298,     134,    7674,189409,   11705,-58584,-7540.0
1522,GOLD - COMMODITY EXCHANGE INC.,1997-12-30,9580,60624,    -620,   -1360,177704,   -5369,-51044,740.0
1523,GOLD - COMMODITY EXCHANGE INC.,1997-12-23,10200,61984,     334,   -6651,183073,   -4291,-51784,6985.0
1524,GOLD - COMMODITY EXCHANGE INC.,1997-12-16,9866,68635,    -757,   -4608,187364,   -9685,-58769,3851.0
1525,GOLD - COMMODITY EXCHANGE INC.,1997-12-09,10623,73243,     -59,    2073,197049,    2509,-62620,-2132.0
1526,GOLD - COMMODITY EXCHANGE INC.,1997-12-02,10682,71170,     995,    1721,194540,    2009,-60488,-726.0
1527,GOLD - COMMODITY EXCHANGE INC.,1997-11-25,9687,69449,   -4018,    5095,192531,  -21822,-59762,-9113.0
1528,GOLD - COMMODITY EXCHANGE INC.,1997-11-18,13705,64354,    4871,   -4390,214353,    -412,-50649,9261.0
1529,GOLD - COMMODITY EXCHANGE INC.,1997-11-11,8834,68744,     817,   -2847,214765,   -3172,-59910,3664.0
1530,GOLD - COMMODITY EXCHANGE INC.,1997-11-04,8017,71591,     900,     -32,217937,     112,-63574,932.0
1531,GOLD - COMMODITY EXCHANGE INC.,1997-10-28,7117,71623,   -6792,   27917,217825,   42602,-64506,-34709.0
1532,GOLD - COMMODITY EXCHANGE INC.,1997-10-21,13909,43706,  -16382,    5676,175223,   -1707,-29797,-22058.0
1533,GOLD - COMMODITY EXCHANGE INC.,1997-10-14,30291,38030,  -11245,     -56,176930,   -5619,-7739,-11189.0
1534,GOLD - COMMODITY EXCHANGE INC.,1997-10-07,41536,38086,   19234,   -4048,182549,     265,3450,23282.0
1535,GOLD - COMMODITY EXCHANGE INC.,1997-09-30,22302,42134,   17624,  -25441,182284,  -19155,-19832,43065.0
1536,GOLD - COMMODITY EXCHANGE INC.,1997-09-23,4678,67575,     321,     788,201439,   -4081,-62897,-467.0
1537,GOLD - COMMODITY EXCHANGE INC.,1997-09-16,4357,66787,   -2238,     778,205520,    3088,-62430,-3016.0
1538,GOLD - COMMODITY EXCHANGE INC.,1997-09-09,6595,66009,     -79,    -459,202432,    6534,-59414,380.0
1539,GOLD - COMMODITY EXCHANGE INC.,1997-09-02,6674,66468,    -915,    7337,195898,    -972,-59794,-8252.0
1540,GOLD - COMMODITY EXCHANGE INC.,1997-08-26,7589,59131,     406,   -4461,196870,   -4786,-51542,4867.0
1541,GOLD - COMMODITY EXCHANGE INC.,1997-08-19,7183,63592,   -6835,    -130,201656,    4971,-56409,-6705.0
1542,GOLD - COMMODITY EXCHANGE INC.,1997-08-12,14018,63722,    7505,  -13697,196685,   -1114,-49704,21202.0
1543,GOLD - COMMODITY EXCHANGE INC.,1997-08-05,6513,77419,   -5031,    9249,197799,    3080,-70906,-14280.0
1544,GOLD - COMMODITY EXCHANGE INC.,1997-07-29,11544,68170,     750,   -4110,194719,   -9912,-56626,4860.0
1545,GOLD - COMMODITY EXCHANGE INC.,1997-07-22,10794,72280,    3397,   -9705,204631,  -12739,-61486,13102.0
1546,GOLD - COMMODITY EXCHANGE INC.,1997-07-15,7397,81985,    1058,    3206,217370,    -596,-74588,-2148.0
1547,GOLD - COMMODITY EXCHANGE INC.,1997-07-08,6339,78779,    1109,    6538,217966,   21858,-72440,-5429.0
1548,GOLD - COMMODITY EXCHANGE INC.,1997-07-01,5230,72241,   -4260,    8158,196108,   10617,-67011,-12418.0
1549,GOLD - COMMODITY EXCHANGE INC.,1997-06-24,9490,64083,    1213,   18227,185491,   21084,-54593,-17014.0
1550,GOLD - COMMODITY EXCHANGE INC.,1997-06-17,8277,45856,     374,    1761,164407,    3732,-37579,-1387.0
1551,GOLD - COMMODITY EXCHANGE INC.,1997-06-10,7903,44095,    -576,    4818,160675,    9874,-36192,-5394.0
1552,GOLD - COMMODITY EXCHANGE INC.,1997-06-03,8479,39277,   -1774,    -524,150801,   -8010,-30798,-1250.0
1553,GOLD - COMMODITY EXCHANGE INC.,1997-05-27,10253,39801,      40,    -649,158811,    -655,-29548,689.0
1554,GOLD - COMMODITY EXCHANGE INC.,1997-05-20,10213,40450,   -3991,    8563,159466,   -3062,-30237,-12554.0
1555,GOLD - COMMODITY EXCHANGE INC.,1997-05-13,14204,31887,    5543,  -17023,162528,   -5606,-17683,22566.0
1556,GOLD - COMMODITY EXCHANGE INC.,1997-05-06,8661,48910,     590,     907,168134,    4549,-40249,-317.0
1557,GOLD - COMMODITY EXCHANGE INC.,1997-04-29,8071,48003,   -1060,    1372,163585,     674,-39932,-2432.0
1558,GOLD - COMMODITY EXCHANGE INC.,1997-04-22,9131,46631,     236,    9383,162911,    3501,-37500,-9147.0
1559,GOLD - COMMODITY EXCHANGE INC.,1997-04-15,8895,37248,   -1124,   18366,159410,   11051,-28353,-19490.0
1560,GOLD - COMMODITY EXCHANGE INC.,1997-04-08,10019,18882,    -477,   -1076,148359,   -3748,-8863,599.0
1561,GOLD - COMMODITY EXCHANGE INC.,1997-04-01,10496,19958,   -6369,   -3622,152107,  -11532,-9462,-2747.0
1562,GOLD - COMMODITY EXCHANGE INC.,1997-03-25,16865,23580,    4065,     -91,163639,   -9052,-6715,4156.0
1563,GOLD - COMMODITY EXCHANGE INC.,1997-03-18,12800,23671,   -2419,    7239,172691,    1859,-10871,-9658.0
1564,GOLD - COMMODITY EXCHANGE INC.,1997-03-11,15219,16432,   -5995,   -2209,170832,   -3198,-1213,-3786.0
1565,GOLD - COMMODITY EXCHANGE INC.,1997-03-04,21214,18641,    7205,  -16609,174030,  -10429,2573,23814.0
1566,GOLD - COMMODITY EXCHANGE INC.,1997-02-25,14009,35250,    -141,  -12761,184459,  -10335,-21241,12620.0
1567,GOLD - COMMODITY EXCHANGE INC.,1997-02-18,14150,48011,    5747,   -7042,194794,    -481,-33861,12789.0
1568,GOLD - COMMODITY EXCHANGE INC.,1997-02-11,8403,55053,     965,    -168,195275,    3928,-46650,1133.0
1569,GOLD - COMMODITY EXCHANGE INC.,1997-02-04,7438,55221,   -2788,    6039,191347,    2187,-47783,-8827.0
1570,GOLD - COMMODITY EXCHANGE INC.,1997-01-28,10226,49182,    2411,   -8903,189160,  -16311,-38956,11314.0
1571,GOLD - COMMODITY EXCHANGE INC.,1997-01-21,7815,58085,     172,   -2527,205471,    1354,-50270,2699.0
1572,GOLD - COMMODITY EXCHANGE INC.,1997-01-14,7643,60612,   -3725,    1088,204117,    2705,-52969,-4813.0
1573,GOLD - COMMODITY EXCHANGE INC.,1997-01-07,11368,59524,    -480,    5751,201412,   11607,-48156,-6231.0
1574,GOLD - COMMODITY EXCHANGE INC.,1996-12-31,11848,53773,     -26,    4358,189805,    3618,-41925,-4384.0
1575,GOLD - COMMODITY EXCHANGE INC.,1996-12-24,11874,49415,    -345,     169,186187,     772,-37541,-514.0
1576,GOLD - COMMODITY EXCHANGE INC.,1996-12-17,12219,49246,   -1470,   -1935,185415,    -101,-37027,465.0
1577,GOLD - COMMODITY EXCHANGE INC.,1996-12-10,13689,51181,    1824,  -14659,185516,   -2650,-37492,16483.0
1578,GOLD - COMMODITY EXCHANGE INC.,1996-12-03,11865,65840,    1203,     585,188166,   -3055,-53975,618.0
1579,GOLD - COMMODITY EXCHANGE INC.,1996-11-26,10662,65255,     519,   15053,191221,   15267,-54593,-14534.0
1580,GOLD - COMMODITY EXCHANGE INC.,1996-11-19,10143,50202,   -3471,   -3592,175954,  -13500,-40059,121.0
1581,GOLD - COMMODITY EXCHANGE INC.,1996-11-12,13614,53794,    3133,  -10393,189454,   -4510,-40180,13526.0
1582,GOLD - COMMODITY EXCHANGE INC.,1996-11-05,10481,64187,     312,    9644,193964,    6489,-53706,-9332.0
1583,GOLD - COMMODITY EXCHANGE INC.,1996-10-29,10169,54543,   -2071,    6288,187475,    -338,-44374,-8359.0
1584,GOLD - COMMODITY EXCHANGE INC.,1996-10-22,12240,48255,   -2417,  -17175,187813,   -8940,-36015,14758.0
1585,GOLD - COMMODITY EXCHANGE INC.,1996-10-15,14657,65430,    2656,    -816,196753,    2910,-50773,3472.0
1586,GOLD - COMMODITY EXCHANGE INC.,1996-10-08,12001,66246,    1145,   -2874,193843,   -3555,-54245,4019.0
1587,GOLD - COMMODITY EXCHANGE INC.,1996-10-01,10856,69120,     898,    3348,197398,    8058,-58264,-2450.0
1588,GOLD - COMMODITY EXCHANGE INC.,1996-09-24,9958,65772,   -1670,    1898,189340,   -2648,-55814,-3568.0
1589,GOLD - COMMODITY EXCHANGE INC.,1996-09-17,11628,63874,     640,    5854,191988,    5805,-52246,-5214.0
1590,GOLD - COMMODITY EXCHANGE INC.,1996-09-10,10988,58020,     149,   30578,186183,   23408,-47032,-30429.0
1591,GOLD - COMMODITY EXCHANGE INC.,1996-09-03,10839,27442,   -3474,   10601,162775,    1956,-16603,-14075.0
1592,GOLD - COMMODITY EXCHANGE INC.,1996-08-27,14313,16841,    1365,   -2511,160819,    3166,-2528,3876.0
1593,GOLD - COMMODITY EXCHANGE INC.,1996-08-20,12948,19352,   -1021,    1953,157653,   -3052,-6404,-2974.0
1594,GOLD - COMMODITY EXCHANGE INC.,1996-08-13,13969,17399,    -186,    -565,160705,    2334,-3430,379.0
1595,GOLD - COMMODITY EXCHANGE INC.,1996-08-06,14155,17964,    2375,  -17420,158371,  -11013,-3809,19795.0
1596,GOLD - COMMODITY EXCHANGE INC.,1996-07-30,11780,35384,    1020,   -3523,169384,   -6744,-23604,4543.0
1597,GOLD - COMMODITY EXCHANGE INC.,1996-07-23,10760,38907,     577,   -3282,176128,  -11688,-28147,3859.0
1598,GOLD - COMMODITY EXCHANGE INC.,1996-07-16,10183,42189,   -3673,   -7441,187816,   -9655,-32006,3768.0
1599,GOLD - COMMODITY EXCHANGE INC.,1996-07-09,13856,49630,     357,   -2680,197471,    1319,-35774,3037.0
1600,GOLD - COMMODITY EXCHANGE INC.,1996-07-02,13499,52310,   -5481,    3300,196152,    1692,-38811,-8781.0
1601,GOLD - COMMODITY EXCHANGE INC.,1996-06-25,18980,49010,     208,   -1718,194460,    1974,-30030,1926.0
1602,GOLD - COMMODITY EXCHANGE INC.,1996-06-18,18772,50728,    1947,   -2656,192486,    2942,-31956,4603.0
1603,GOLD - COMMODITY EXCHANGE INC.,1996-06-11,16825,53384,   -8405,   15387,189544,    5679,-36559,-23792.0
1604,GOLD - COMMODITY EXCHANGE INC.,1996-06-04,25230,37997,    1387,    6188,183865,  -18820,-12767,-4801.0
1605,GOLD - COMMODITY EXCHANGE INC.,1996-05-28,23843,31809,     566,   -2371,202685,   -3189,-7966,2937.0
1606,GOLD - COMMODITY EXCHANGE INC.,1996-05-21,23277,34180,      90,    5957,205874,     130,-10903,-5867.0
1607,GOLD - COMMODITY EXCHANGE INC.,1996-05-14,23187,28223,   -2688,    7172,205744,    4302,-5036,-9860.0
1608,GOLD - COMMODITY EXCHANGE INC.,1996-05-07,25875,21051,    1427,   -4435,201442,   -5216,4824,5862.0
1609,GOLD - COMMODITY EXCHANGE INC.,1996-04-30,24448,25486,     304,    1889,206658,    3307,-1038,-1585.0
1610,GOLD - COMMODITY EXCHANGE INC.,1996-04-23,24144,23597,    -127,    5916,203351,    1512,547,-6043.0
1611,GOLD - COMMODITY EXCHANGE INC.,1996-04-16,24271,17681,  -17949,    5424,201839,    -192,6590,-23373.0
1612,GOLD - COMMODITY EXCHANGE INC.,1996-04-09,42220,12257,    5823,     665,202031,   12646,29963,5158.0
1613,GOLD - COMMODITY EXCHANGE INC.,1996-04-02,36397,11592,   -3072,    3824,189385,  -11762,24805,-6896.0
1614,GOLD - COMMODITY EXCHANGE INC.,1996-03-26,39469,7768,   10298,   -4339,201147,    3439,31701,14637.0
1615,GOLD - COMMODITY EXCHANGE INC.,1996-03-19,29171,12107,   -5061,    2684,197708,  -10528,17064,-7745.0
1616,GOLD - COMMODITY EXCHANGE INC.,1996-03-12,34232,9423,    2086,    -433,208236,    1528,24809,2519.0
1617,GOLD - COMMODITY EXCHANGE INC.,1996-03-05,32146,9856,  -11960,    4026,206708,  -13497,22290,-15986.0
1618,GOLD - COMMODITY EXCHANGE INC.,1996-02-27,44106,5830,   -5017,   -2183,220205,    -982,38276,-2834.0
1619,GOLD - COMMODITY EXCHANGE INC.,1996-02-20,49123,8013,   -6354,    1129,221187,   -3592,41110,-7483.0
1620,GOLD - COMMODITY EXCHANGE INC.,1996-02-13,55477,6884,  -17481,   -2229,224779,  -10949,48593,-15252.0
1621,GOLD - COMMODITY EXCHANGE INC.,1996-02-06,72958,9113,   -1020,    2829,235728,   11928,63845,-3849.0
1622,GOLD - COMMODITY EXCHANGE INC.,1996-01-30,73978,6284,    1347,    2995,223800,   -3023,67694,-1648.0
1623,GOLD - COMMODITY EXCHANGE INC.,1996-01-23,72631,3289,    7806,   -3400,226823,   13790,69342,11206.0
1624,GOLD - COMMODITY EXCHANGE INC.,1996-01-16,64825,6689,    8761,     276,213033,   16828,58136,8485.0
1625,GOLD - COMMODITY EXCHANGE INC.,1996-01-09,56064,6413,   33841,   -5416,196205,   47549,49651,39257.0
1626,GOLD - COMMODITY EXCHANGE INC.,1996-01-02,22223,11829,    6730,   -1404,148656,    7443,10394,8134.0
1627,GOLD - COMMODITY EXCHANGE INC.,1995-12-26,15493,13233,    -655,     112,141213,   -1496,2260,-767.0
1628,GOLD - COMMODITY EXCHANGE INC.,1995-12-19,16148,13121,   -8314,    -256,142709,   -1892,3027,-8058.0
1629,GOLD - COMMODITY EXCHANGE INC.,1995-12-12,24462,13377,    9226,   -2151,144601,    5552,11085,11377.0
1630,GOLD - COMMODITY EXCHANGE INC.,1995-12-05,15236,15528,     373,   -1757,139049,  -11888,-292,2130.0
1631,GOLD - COMMODITY EXCHANGE INC.,1995-11-28,14863,17285,   -2384,    2938,150937,   -4633,-2422,-5322.0
1632,GOLD - COMMODITY EXCHANGE INC.,1995-11-21,17247,14347,   -6176,    -839,155570,  -16560,2900,-5337.0
1633,GOLD - COMMODITY EXCHANGE INC.,1995-11-14,23423,15186,    7930,  -26511,172130,  -15333,8237,34441.0
1634,GOLD - COMMODITY EXCHANGE INC.,1995-11-07,15493,41697,    1179,  -11243,187463,   -5479,-26204,12422.0
1635,GOLD - COMMODITY EXCHANGE INC.,1995-10-31,14314,52940,    1048,   -1745,192942,    1799,-38626,2793.0
1636,GOLD - COMMODITY EXCHANGE INC.,1995-10-24,13266,54685,    -227,   12770,191143,    9728,-41419,-12997.0
1637,GOLD - COMMODITY EXCHANGE INC.,1995-10-17,13493,41915,   -1899,    1335,181415,     820,-28422,-3234.0
1638,GOLD - COMMODITY EXCHANGE INC.,1995-10-10,15392,40580,    2225,   -4176,180595,     402,-25188,6401.0
1639,GOLD - COMMODITY EXCHANGE INC.,1995-10-03,13167,44756,   -1346,    3396,180193,   -4450,-31589,-4742.0
1640,GOLD - COMMODITY EXCHANGE INC.,1995-09-26,14513,41360,   -2402,    2688,184643,   -3427,-26847,-5090.0
1641,GOLD - COMMODITY EXCHANGE INC.,1995-09-19,16915,38672,    1471,   -5806,188070,    1329,-21757,7277.0
1642,GOLD - COMMODITY EXCHANGE INC.,1995-09-12,15444,44478,    2805,   -9511,186741,    2753,-29034,12316.0
1643,GOLD - COMMODITY EXCHANGE INC.,1995-09-05,12639,53989,    1306,    6329,183988,    6566,-41350,-5023.0
1644,GOLD - COMMODITY EXCHANGE INC.,1995-08-29,11333,47660,    -862,    2347,177422,    1570,-36327,-3209.0
1645,GOLD - COMMODITY EXCHANGE INC.,1995-08-22,12195,45313,   -2643,   13260,175852,    2556,-33118,-15903.0
1646,GOLD - COMMODITY EXCHANGE INC.,1995-08-15,14838,32053,    -434,  -14209,173296,   -4515,-17215,13775.0
1647,GOLD - COMMODITY EXCHANGE INC.,1995-08-08,15272,46262,    2188,    6029,177811,    7712,-30990,-3841.0
1648,GOLD - COMMODITY EXCHANGE INC.,1995-08-01,13084,40233,   -3543,   25609,170099,    1651,-27149,-29152.0
1649,GOLD - COMMODITY EXCHANGE INC.,1995-07-25,16627,14624,   -3733,    2144,168448,   -3452,2003,-5877.0
1650,GOLD - COMMODITY EXCHANGE INC.,1995-07-18,20360,12480,    5687,  -14300,171900,  -12950,7880,19987.0
1651,GOLD - COMMODITY EXCHANGE INC.,1995-07-11,14673,26780,   -3716,    4818,184850,    8922,-12107,-8534.0
1652,GOLD - COMMODITY EXCHANGE INC.,1995-07-03,18389,21962,  -10636,   14378,175928,   -1124,-3573,-25014.0
1653,GOLD - COMMODITY EXCHANGE INC.,1995-06-27,29025,7584,   -4021,     705,177052,   -6157,21441,-4726.0
1654,GOLD - COMMODITY EXCHANGE INC.,1995-06-20,33046,6879,   15804,   -5935,183209,   18361,26167,21739.0
1655,GOLD - COMMODITY EXCHANGE INC.,1995-06-13,17242,12814,    3335,   -5373,164848,   -6039,4428,8708.0
1656,GOLD - COMMODITY EXCHANGE INC.,1995-06-06,13907,18187,    2191,     417,170887,   11431,-4280,1774.0
1657,GOLD - COMMODITY EXCHANGE INC.,1995-05-30,11716,17770,     355,   -4108,159456,  -22356,-6054,4463.0
1658,GOLD - COMMODITY EXCHANGE INC.,1995-05-23,11361,21878,   -1818,    2658,181812,    7952,-10517,-4476.0
1659,GOLD - COMMODITY EXCHANGE INC.,1995-05-16,13179,19220,     564,    5470,173860,    3654,-6041,-4906.0
1660,GOLD - COMMODITY EXCHANGE INC.,1995-05-09,12615,13750,  -13038,    6788,170206,   -6972,-1135,-19826.0
1661,GOLD - COMMODITY EXCHANGE INC.,1995-05-02,25653,6962,  -17049,     133,177178,  -18906,18691,-17182.0
1662,GOLD - COMMODITY EXCHANGE INC.,1995-04-25,42702,6829,   -2243,     570,196084,   -2084,35873,-2813.0
1663,GOLD - COMMODITY EXCHANGE INC.,1995-04-18,44945,6259,    1680,    -561,198168,    6935,38686,2241.0
1664,GOLD - COMMODITY EXCHANGE INC.,1995-04-11,43265,6820,    3394,     640,191233,    3738,36445,2754.0
1665,GOLD - COMMODITY EXCHANGE INC.,1995-04-04,39871,6180,   27212,   -5638,187495,   25250,33691,32850.0
1666,GOLD - COMMODITY EXCHANGE INC.,1995-03-28,12659,11818,   -2693,      99,162245,   -5893,841,-2792.0
1667,GOLD - COMMODITY EXCHANGE INC.,1995-03-21,15352,11719,   -4566,   -1248,168138,     200,3633,-3318.0
1668,GOLD - COMMODITY EXCHANGE INC.,1995-03-14,19918,12967,    4105,  -12380,167938,    -213,6951,16485.0
1669,GOLD - COMMODITY EXCHANGE INC.,1995-03-07,15813,25347,    1210,  -18489,168151,   -6134,-9534,19699.0
1670,GOLD - COMMODITY EXCHANGE INC.,1995-02-28,14603,43836,    -994,    4473,174285,    4908,-29233,-5467.0
1671,GOLD - COMMODITY EXCHANGE INC.,1995-02-21,15597,39363,     -40,   -5528,169377,   -2024,-23766,5488.0
1672,GOLD - COMMODITY EXCHANGE INC.,1995-02-14,15637,44891,    -306,   -2155,171401,    -608,-29254,1849.0
1673,GOLD - COMMODITY EXCHANGE INC.,1995-02-07,15943,47046,    1235,    1758,172009,     232,-31103,-523.0
1674,GOLD - COMMODITY EXCHANGE INC.,1995-01-31,14708,45288,   -1611,    7055,171777,   -4081,-30580,-8666.0
1675,GOLD - COMMODITY EXCHANGE INC.,1995-01-24,16319,38233,     569,  -15351,175858,  -12571,-21914,15920.0
1676,GOLD - COMMODITY EXCHANGE INC.,1995-01-17,15750,53584,    1233,  -10512,188429,   -7842,-37834,11745.0
1677,GOLD - COMMODITY EXCHANGE INC.,1995-01-10,14517,64096,    1513,   17026,196271,   17872,-49579,-15513.0
1678,GOLD - COMMODITY EXCHANGE INC.,1995-01-03,13004,47070,    -478,   -6640,178399,   -1360,-34066,6162.0
1679,GOLD - COMMODITY EXCHANGE INC.,1994-12-27,13482,53710,    -613,    -492,179759,    4073,-40228,-121.0
1680,GOLD - COMMODITY EXCHANGE INC.,1994-12-20,14095,54202,       2,   -6770,175686,   -3660,-40107,6772.0
1681,GOLD - COMMODITY EXCHANGE INC.,1994-12-13,14093,60972,    -539,    1262,179346,   -1273,-46879,-1801.0
1682,GOLD - COMMODITY EXCHANGE INC.,1994-12-06,14632,59710,   -4647,   20031,180619,    7929,-45078,-24678.0
1683,GOLD - COMMODITY EXCHANGE INC.,1994-11-29,19279,39679,   -3873,    2428,172690,    1999,-20400,-6301.0
1684,GOLD - COMMODITY EXCHANGE INC.,1994-11-22,23152,37251,   -3370,   -3871,170691,    4601,-14099,501.0
1685,GOLD - COMMODITY EXCHANGE INC.,1994-11-15,26522,41122,   -4180,       4,166090,    -518,-14600,-4184.0
1686,GOLD - COMMODITY EXCHANGE INC.,1994-11-08,30702,41118,     663,    3415,166608,    2665,-10416,-2752.0
1687,GOLD - COMMODITY EXCHANGE INC.,1994-11-01,30039,37703,   -5349,   23986,163943,    6389,-7664,-29335.0
1688,GOLD - COMMODITY EXCHANGE INC.,1994-10-25,35388,13717,    2409,   -2276,157554,    1393,21671,4685.0
1689,GOLD - COMMODITY EXCHANGE INC.,1994-10-18,32979,15993,   -5276,    5022,156161,   -8091,16986,-10298.0
1690,GOLD - COMMODITY EXCHANGE INC.,1994-10-11,38255,10971,  -28421,    1735,164252,  -23802,27284,-30156.0
1691,GOLD - COMMODITY EXCHANGE INC.,1994-10-04,66676,9236,    -210,     548,188054,    3357,57440,-758.0
1692,GOLD - COMMODITY EXCHANGE INC.,1994-09-27,66886,8688,    8762,   -2391,184697,   10051,58198,11153.0
1693,GOLD - COMMODITY EXCHANGE INC.,1994-09-20,58124,11079,   15217,     -20,174646,   15523,47045,15237.0
1694,GOLD - COMMODITY EXCHANGE INC.,1994-09-13,42907,11099,    2800,  -10168,159123,    1759,31808,12968.0
1695,GOLD - COMMODITY EXCHANGE INC.,1994-09-06,40107,21267,    1479,   -2317,157364,     688,18840,3796.0
1696,GOLD - COMMODITY EXCHANGE INC.,1994-08-30,38628,23584,    8223,  -14722,156676,      -8,15044,22945.0
1697,GOLD - COMMODITY EXCHANGE INC.,1994-08-23,30405,38306,    2756,   -7071,156684,   -3614,-7901,9827.0
1698,GOLD - COMMODITY EXCHANGE INC.,1994-08-16,27649,45377,   -4875,    -697,160298,    5240,-17728,-4178.0
1699,GOLD - COMMODITY EXCHANGE INC.,1994-08-09,32524,46074,    -510,    8139,155058,    9398,-13550,-8649.0
1700,GOLD - COMMODITY EXCHANGE INC.,1994-08-02,33034,37935,   -1007,   15285,145660,   -3449,-4901,-16292.0
1701,GOLD - COMMODITY EXCHANGE INC.,1994-07-26,34041,22650,    1035,    -345,149109,   -3932,11391,1380.0
1702,GOLD - COMMODITY EXCHANGE INC.,1994-07-19,33006,22995,      44,    -312,153041,    8022,10011,356.0
1703,GOLD - COMMODITY EXCHANGE INC.,1994-07-12,32962,23307,   -3669,    -296,145019,    -986,9655,-3373.0
1704,GOLD - COMMODITY EXCHANGE INC.,1994-07-05,36631,23603,   -2697,     209,146005,   -2846,13028,-2906.0
1705,GOLD - COMMODITY EXCHANGE INC.,1994-06-28,39328,23394,  -16063,    1549,148851,  -12532,15934,-17612.0
1706,GOLD - COMMODITY EXCHANGE INC.,1994-06-21,55391,21845,   21548,   -1773,161383,   22561,33546,23321.0
1707,GOLD - COMMODITY EXCHANGE INC.,1994-06-14,33843,23618,    2490,   -2302,138822,    2207,10225,4792.0
1708,GOLD - COMMODITY EXCHANGE INC.,1994-06-07,31353,25920,  -13866,    2215,136615,  -11528,5433,-16081.0
1709,GOLD - COMMODITY EXCHANGE INC.,1994-05-31,45219,23705,    7710,   -5513,148143,   -6265,21514,13223.0
1710,GOLD - COMMODITY EXCHANGE INC.,1994-05-24,37509,29218,    7410,   -3063,154408,    9624,8291,10473.0
1711,GOLD - COMMODITY EXCHANGE INC.,1994-05-17,30099,32281,    4141,   -2018,144784,    2745,-2182,6159.0
1712,GOLD - COMMODITY EXCHANGE INC.,1994-05-10,25958,34299,    2103,  -14931,142039,   -8468,-8341,17034.0
1713,GOLD - COMMODITY EXCHANGE INC.,1994-05-03,23855,49230,    2495,    1155,150507,     825,-25375,1340.0
1714,GOLD - COMMODITY EXCHANGE INC.,1994-04-26,21360,48075,   -4306,    5588,149682,    -383,-26715,-9894.0
1715,GOLD - COMMODITY EXCHANGE INC.,1994-04-19,25666,42487,   -4565,   15294,150065,    9875,-16821,-19859.0
1716,GOLD - COMMODITY EXCHANGE INC.,1994-04-12,30231,27193,   -5050,    9317,140190,    1507,3038,-14367.0
1717,GOLD - COMMODITY EXCHANGE INC.,1994-04-05,35281,17876,   -4668,    1642,138683,   -8758,17405,-6310.0
1718,GOLD - COMMODITY EXCHANGE INC.,1994-03-29,39949,16234,    2335,     860,147441,     440,23715,1475.0
1719,GOLD - COMMODITY EXCHANGE INC.,1994-03-22,37614,15374,    1660,     158,147001,    4614,22240,1502.0
1720,GOLD - COMMODITY EXCHANGE INC.,1994-03-15,35954,15216,    7744,  -11930,142387,   -3729,20738,19674.0
1721,GOLD - COMMODITY EXCHANGE INC.,1994-03-08,28210,27146,   -4995,    1417,146116,   -2144,1064,-6412.0
1722,GOLD - COMMODITY EXCHANGE INC.,1994-03-01,33205,25729,    3193,    7897,148260,    8295,7476,-4704.0
1723,GOLD - COMMODITY EXCHANGE INC.,1994-02-22,30012,17832,   -4386,    4044,139965,    -246,12180,-8430.0
1724,GOLD - COMMODITY EXCHANGE INC.,1994-02-15,34398,13788,    -306,    -445,140211,    4105,20610,139.0
1725,GOLD - COMMODITY EXCHANGE INC.,1994-02-08,34704,14233,    -554,    -247,136106,    1804,20471,-307.0
1726,GOLD - COMMODITY EXCHANGE INC.,1994-02-01,35258,14480,   -3029,    4696,134302,  -13643,20778,-7725.0
1727,GOLD - COMMODITY EXCHANGE INC.,1994-01-25,38287,9784,  -13334,    2891,147945,  -11138,28503,-16225.0
