,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1417,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-30,3614,37572,     110,   -1339,87300,   -1839,-33958,1449.0
1418,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-23,3504,38911,    -823,   -8502,89139,  -10852,-35407,751.0
1419,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-19,3775,39933,    -552,   -7480,91440,   -8551,-36158,6928.0
1420,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-16,4327,47413,   -2496,   -3010,99991,  -57459,-43086,514.0
1421,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-09,6823,50423,    3093,    3545,157450,   13984,-43600,-452.0
1422,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-12-02,3730,46878,   -2428,     513,143466,    9854,-43148,-2941.0
1423,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-11-25,6158,46365,   -2757,     -72,133612,   -5041,-40207,-2685.0
1424,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-11-18,8915,46437,   -2437,     950,138653,    3704,-37522,-3387.0
1425,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-11-11,11352,45487,    1387,   14680,134949,   26143,-34135,-13293.0
1426,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-11-04,9965,30807,   -2710,    1877,108806,    3155,-20842,-4587.0
1427,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-10-28,12675,28930,   -2309,    3039,105651,   17668,-16255,-5348.0
1428,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-10-21,14984,25891,    6012,   -1850,87983,    3139,-10907,7862.0
1429,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-10-14,8972,27741,    4599,   -9634,84844,   -3336,-18769,14233.0
1430,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-10-07,4373,37375,    -472,    6397,88180,   10600,-33002,-6869.0
1431,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-09-30,4845,30978,    1252,    2230,77580,     740,-26133,-978.0
1432,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-09-23,3593,28748,     723,    2657,76840,    5364,-25155,-1934.0
1433,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-09-16,2870,26091,   -2576,     242,71476,  -54345,-23221,-2818.0
1434,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-09-09,5446,25849,   -1096,  -10007,125821,   15668,-20403,8911.0
1435,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-09-02,6542,35856,    2790,    9356,110153,   27222,-29314,-6566.0
1436,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-08-26,3752,26500,     970,   -3012,82931,    1662,-22748,3982.0
1437,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-08-19,2782,29512,     306,    2711,81269,    7913,-26730,-2405.0
1438,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-08-12,2476,26801,    -188,   -5189,73356,   -8674,-24325,5001.0
1439,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-08-05,2664,31990,   -2591,    4648,82030,    2497,-29326,-7239.0
1440,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-07-29,5255,27342,   -6124,   13346,79533,   19479,-22087,-19470.0
1441,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-07-22,11379,13996,   -1228,    -205,60054,    1593,-2617,-1023.0
1442,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-07-15,12607,14201,   -5911,    3874,58461,   -1729,-1594,-9785.0
1443,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-07-08,18518,10327,    4687,   -1036,60190,   10447,8191,5723.0
1444,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-07-01,13831,11363,    1258,     -72,49743,   -3116,2468,1330.0
1445,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-06-24,12573,11435,   -1378,    1945,52859,    1878,1138,-3323.0
1446,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-06-17,13951,9490,   -6109,    -265,50981,  -49997,4461,-5844.0
1447,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-06-10,20060,9755,   -1855,   -1321,100978,   16869,10305,-534.0
1448,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-06-03,21915,11076,     694,    -198,84109,   -1005,10839,892.0
1449,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-05-27,21221,11274,   -3886,    -253,85114,   -9209,9947,-3633.0
1450,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-05-20,25107,11527,    5236,   -1373,94323,   12649,13580,6609.0
1451,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-05-13,19871,12900,   16241,  -20535,81674,    -463,6971,36776.0
1452,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-05-06,3630,33435,    1966,   -4092,82137,   -5116,-29805,6058.0
1453,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-04-29,1664,37527,    -277,    1992,87253,    4717,-35863,-2269.0
1454,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-04-22,1941,35535,      66,      46,82536,   -1618,-33594,20.0
1455,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-04-15,1875,35489,    -740,    2234,84154,    4464,-33614,-2974.0
1456,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-04-08,2615,33255,     -84,    6823,79690,   11020,-30640,-6907.0
1457,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-04-01,2699,26432,      84,   -3210,68670,     808,-23733,3294.0
1458,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-03-25,2615,29642,     569,    1926,67862,    5891,-27027,-1357.0
1459,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-03-18,2046,27716,    -340,    1103,61971,  -26192,-25670,-1443.0
1460,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-03-11,2386,26613,       6,    -852,88163,    9344,-24227,858.0
1461,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-03-04,2380,27465,    -496,   -2662,78819,   -1571,-25085,2166.0
1462,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-02-25,2876,30127,    1797,   -4100,80390,   -1647,-27251,5897.0
1463,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-02-18,1079,34227,     156,   -1405,82037,   -1813,-33148,1561.0
1464,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-02-11,923,35632,   -2171,    -265,83850,    3976,-34709,-1906.0
1465,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-02-04,3094,35897,    1386,     963,79874,    4052,-32803,423.0
1466,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-01-28,1708,34934,     908,    1749,75822,     382,-33226,-841.0
1467,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-01-21,800,33185,       9,    -213,75440,    2483,-32385,222.0
1468,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-01-14,791,33398,     554,    1857,72957,    1840,-32607,-1303.0
1469,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1997-01-07,237,31541,   -1546,    3283,71117,   11336,-31304,-4829.0
1470,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-12-31,1783,28258,     895,    2270,59781,    5135,-26475,-1375.0
1471,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-12-24,888,25988,    -414,     978,54646,     414,-25100,-1392.0
1472,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-12-17,1302,25010,      78,    1042,54232,  -22347,-23708,-964.0
1473,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-12-10,1224,23968,     376,   -1470,76579,     350,-22744,1846.0
1474,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-12-03,848,25438,   -1562,    4025,76229,    8817,-24590,-5587.0
1475,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-11-26,2410,21413,      79,     389,67412,   -3672,-19003,-310.0
1476,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-11-19,2331,21024,    1282,   -1202,71084,    -389,-18693,2484.0
1477,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-11-12,1049,22226,    -149,   -8494,71473,   -4265,-21177,8345.0
1478,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-11-05,1198,30720,     -74,   -2103,75738,   -6527,-29522,2029.0
1479,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-10-29,1272,32823,    1022,    2538,82265,    7792,-31551,-1516.0
1480,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-10-22,250,30285,    -715,   -1482,74473,   -1803,-30035,767.0
1481,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-10-15,965,31767,    -475,    -973,76276,    -502,-30802,498.0
1482,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-10-08,1440,32740,   -2216,   -3514,76778,   -1764,-31300,1298.0
1483,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-10-01,3656,36254,     156,    2421,78542,    6239,-32598,-2265.0
1484,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-09-24,3500,33833,    1226,   -6125,72303,   -6652,-30333,7351.0
1485,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-09-17,2274,39958,   -3049,    3112,78955,  -23634,-37684,-6161.0
1486,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-09-10,5323,36846,    -639,   12390,102589,   16303,-31523,-13029.0
1487,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-09-03,5962,24456,     267,    1636,86286,    8234,-18494,-1369.0
1488,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-08-27,5695,22820,   -1530,    2700,78052,    6351,-17125,-4230.0
1489,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-08-20,7225,20120,     455,    1214,71701,    3257,-12895,-759.0
1490,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-08-13,6770,18906,   -2111,     727,68444,   -2845,-12136,-2838.0
1491,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-08-06,8881,18179,    6224,   -8846,71289,    -752,-9298,15070.0
1492,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-07-30,2657,27025,     -34,     653,72041,    -166,-24368,-687.0
1493,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-07-23,2691,26372,     683,   -5982,72207,   -7699,-23681,6665.0
1494,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-07-16,2008,32354,    -104,   -4009,79906,   -2914,-30346,3905.0
1495,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-07-09,2112,36363,     653,     716,82820,     793,-34251,-63.0
1496,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-07-02,1459,35647,     140,    6272,82027,   10829,-34188,-6132.0
1497,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-06-25,1319,29375,     519,    -610,71198,     605,-28056,1129.0
1498,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-06-18,800,29985,   -1209,   -2772,70593,  -28167,-29185,1563.0
1499,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-06-11,2009,32757,     478,    1144,98760,    8487,-30748,-666.0
1500,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-06-04,1531,31613,   -2205,    4006,90273,    5661,-30082,-6211.0
1501,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-05-28,3736,27607,    -599,    7766,84612,    9158,-23871,-8365.0
1502,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-05-21,4335,19841,   -3213,    2269,75454,    6469,-15506,-5482.0
1503,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-05-14,7548,17572,   -1966,    -453,68985,    -250,-10024,-1513.0
1504,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-05-07,9514,18025,     790,     114,69235,     745,-8511,676.0
1505,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-04-30,8724,17911,    6064,   -6675,68490,   -2142,-9187,12739.0
1506,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-04-23,2660,24586,    -111,  -10759,70632,   -9997,-21926,10648.0
1507,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-04-16,2771,35345,     700,   -2421,80629,   -3344,-32574,3121.0
1508,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-04-09,2071,37766,    1031,    2826,83973,    6029,-35695,-1795.0
1509,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-04-02,1040,34940,     779,    5015,77944,    9844,-33900,-4236.0
1510,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-03-26,261,29925,    -252,    5054,68100,    9254,-29664,-5306.0
1511,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-03-19,513,24871,   -1182,    3464,58846,  -15395,-24358,-4646.0
1512,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-03-12,1695,21407,    -290,    -423,74241,    4042,-19712,133.0
1513,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-03-05,1985,21830,   -1929,   -2753,70199,   -3557,-19845,824.0
1514,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-02-27,3914,24583,    1936,   -6020,73756,   -5870,-20669,7956.0
1515,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-02-20,1978,30603,     686,   -1267,79626,   -1820,-28625,1953.0
1516,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-02-13,1292,31870,     685,     328,81446,    5058,-30578,357.0
1517,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-02-06,607,31542,    -478,   -6578,76388,   -8329,-30935,6100.0
1518,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-01-30,1085,38120,    -257,     980,84717,    4261,-37035,-1237.0
1519,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-01-23,1342,37140,      68,   -1122,80456,   -3828,-35798,1190.0
1520,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-01-16,1274,38262,    -304,    3428,84284,    6057,-36988,-3732.0
1521,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-01-09,1578,34834,     250,    1207,78227,    6337,-33256,-957.0
1522,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1996-01-02,1328,33627,     552,    4777,71890,    8677,-32299,-4225.0
1523,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-12-26,776,28850,     103,    5133,63213,    7487,-28074,-5030.0
1524,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-12-19,673,23717,   -3123,     647,55726,  -22730,-23044,-3770.0
1525,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-12-12,3796,23070,     598,    1108,78456,    7464,-19274,-510.0
1526,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-12-05,3198,21962,    -231,    -599,70992,   -1469,-18764,368.0
1527,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-11-28,3429,22561,     -61,   -1593,72461,    -501,-19132,1532.0
1528,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-11-21,3490,24154,    3007,     622,72962,    1837,-20664,2385.0
1529,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-11-14,483,23532,    -350,   -2364,71125,   -5719,-23049,2014.0
1530,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-11-07,833,25896,      21,    2872,76844,    5723,-25063,-2851.0
1531,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-10-31,812,23024,    -655,    1510,71121,    4619,-22212,-2165.0
1532,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-10-24,1467,21514,    -227,   -1344,66502,    1172,-20047,1117.0
1533,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-10-17,1694,22858,     366,     747,65330,   -1730,-21164,-381.0
1534,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-10-10,1328,22111,    -203,    -381,67060,     134,-20783,178.0
1535,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-10-03,1531,22492,      22,     772,66926,    2075,-20961,-750.0
1536,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-09-26,1509,21720,   -1317,     484,64851,   -1395,-20211,-1801.0
1537,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-09-19,2826,21236,    -483,    -512,66246,  -18516,-18410,29.0
1538,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-09-12,3309,21748,    -672,    2425,84762,   14864,-18439,-3097.0
1539,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-09-05,3981,19323,   -1157,      51,69898,    -519,-15342,-1208.0
1540,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-08-29,5138,19272,     -86,   -1501,70417,    3859,-14134,1415.0
1541,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-08-22,5224,20773,    2444,    1275,66558,    4197,-15549,1169.0
1542,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-08-15,2780,19498,   -1147,     987,62361,    1979,-16718,-2134.0
1543,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-08-08,3927,18511,    1054,    2679,60382,    7992,-14584,-1625.0
1544,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-08-01,2873,15832,     386,    -321,52390,    -627,-12959,707.0
1545,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-07-25,2487,16153,   -1279,     129,53017,    1180,-13666,-1408.0
1546,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-07-18,3766,16024,      -8,    1324,51837,    3984,-12258,-1332.0
1547,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-07-11,3774,14700,    1541,    3421,47853,    8872,-10926,-1880.0
1548,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-07-03,2233,11279,   -1472,    3698,38981,    3133,-9046,-5170.0
1549,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-06-27,3705,7581,     595,   -1046,35848,     660,-3876,1641.0
1550,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-06-20,3110,8627,   -1656,    -959,35188,  -35704,-5517,-697.0
1551,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-06-13,4766,9586,   -1944,    -898,70892,    2818,-4820,-1046.0
1552,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-06-06,6710,10484,       5,    1400,68074,   -1629,-3774,-1395.0
1553,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-05-30,6705,9084,    1695,   -3610,69703,    2582,-2379,5305.0
1554,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-05-23,5010,12694,   -1314,    2431,67121,   -1604,-7684,-3745.0
1555,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-05-16,6324,10263,   -2771,    1936,68725,   -1439,-3939,-4707.0
1556,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-05-09,9095,8327,    -359,    2546,70164,    6329,768,-2905.0
1557,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-05-02,9454,5781,     -23,    1109,63835,    -197,3673,-1132.0
1558,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-04-25,9477,4672,   -2819,   -2474,64032,   -1232,4805,-345.0
1559,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-04-18,12296,7146,    1789,    1406,65264,    2273,5150,383.0
1560,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-04-11,10507,5740,   -3574,   -2714,62991,    1793,4767,-860.0
1561,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-04-04,14081,8454,    -509,   -1139,61198,    2391,5627,630.0
1562,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-03-28,14590,9593,   -2008,     271,58807,    -598,4997,-2279.0
1563,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-03-21,16598,9322,    1617,    -494,59405,  -37650,7276,2111.0
1564,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-03-14,14981,9816,    -327,   -3296,97055,  -13525,5165,2969.0
1565,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-03-07,15308,13112,    5433,    2367,110580,   16124,2196,3066.0
1566,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-02-28,9875,10745,    3758,     820,94456,    4267,-870,2938.0
1567,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-02-21,6117,9925,    4271,  -15584,90189,    6397,-3808,19855.0
1568,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-02-14,1846,25509,     202,   -3645,83792,   -1108,-23663,3847.0
1569,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-02-07,1644,29154,    -549,     722,84900,    -372,-27510,-1271.0
1570,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-01-31,2193,28432,     251,    1596,85272,    1840,-26239,-1345.0
1571,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-01-24,1942,26836,    -341,     372,83432,   -2702,-24894,-713.0
1572,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-01-17,2283,26464,    1515,  -14604,86134,   -5747,-24181,16119.0
1573,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-01-10,768,41068,     174,    6750,91881,   12819,-40300,-6576.0
1574,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1995-01-03,594,34318,   -1939,    1136,79062,    3638,-33724,-3075.0
1575,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-12-27,2533,33182,     689,     838,75424,  -24197,-30649,-149.0
1576,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-12-20,1844,32344,   -1030,   -8068,99621,   -4857,-30500,7038.0
1577,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-12-13,2874,40412,    -814,    1000,104478,    2774,-37538,-1814.0
1578,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-12-06,3688,39412,   -1310,    9137,101704,   12774,-35724,-10447.0
1579,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-11-29,4998,30275,     323,    1795,88930,    1971,-25277,-1472.0
1580,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-11-22,4675,28480,    -756,    5635,86959,    6330,-23805,-6391.0
1581,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-11-15,5431,22845,   -1826,    5323,80629,    5605,-17414,-7149.0
1582,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-11-08,7257,17522,    -697,    4459,75024,    4647,-10265,-5156.0
1583,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-11-01,7954,13063,    -684,     996,70377,    1910,-5109,-1680.0
1584,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-10-25,8638,12067,    3066,   -1060,68467,    5444,-3429,4126.0
1585,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-10-18,5572,13127,    2432,   -3432,63023,    -701,-7555,5864.0
1586,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-10-11,3140,16559,      24,    5904,63724,   11388,-13419,-5880.0
1587,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-10-04,3116,10655,   -1552,    3391,52336,    4176,-7539,-4943.0
1588,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-09-27,4668,7264,   -1930,    -786,48160,  -24815,-2596,-1144.0
1589,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-09-20,6598,8050,    4344,   -4300,72975,    2949,-1452,8644.0
1590,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-09-13,2254,12350,   -1319,   -1822,70026,   -2513,-10096,503.0
1591,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-09-06,3573,14172,    -761,   -1388,72539,     449,-10599,627.0
1592,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-08-30,4334,15560,   -2032,     511,72090,   -2257,-11226,-2543.0
1593,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-08-23,6366,15049,    1511,   -1460,74347,    2187,-8683,2971.0
1594,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-08-16,4855,16509,    1638,     -25,72160,   -1314,-11654,1663.0
1595,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-08-09,3217,16534,   -1865,    2471,73474,      61,-13317,-4336.0
1596,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-08-02,5082,14063,   -3886,    1589,73413,   -2335,-8981,-5475.0
1597,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-07-26,8968,12474,    -527,   -1100,75748,     552,-3506,573.0
1598,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-07-19,9495,13574,   -1371,    3424,75196,    1216,-4079,-4795.0
1599,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-07-12,10866,10150,     281,    1748,73980,    5561,716,-1467.0
1600,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-07-05,10585,8402,    1593,   -4387,68419,    2868,2183,5980.0
1601,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-06-28,8992,12789,    1571,    2038,65551,    2477,-3797,-467.0
1602,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-06-21,7421,10751,    2884,   -3250,63074,  -16852,-3330,6134.0
1603,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-06-14,4537,14001,    3046,   -5493,79926,   -4126,-9464,8539.0
1604,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-06-07,1491,19494,   -2282,    1608,84052,   12777,-18003,-3890.0
1605,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-05-31,3773,17886,   -1371,   -1532,71275,    1060,-14113,161.0
1606,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-05-24,5144,19418,     874,    4545,70215,    6033,-14274,-3671.0
1607,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-05-17,4270,14873,   -1809,      47,64182,    1712,-10603,-1856.0
1608,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-05-10,6079,14826,   -6967,    3132,62470,   -4649,-8747,-10099.0
1609,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-05-03,13046,11694,    3825,    2162,67119,    8237,1352,1663.0
1610,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-04-26,9221,9532,     123,   -2034,58882,    1986,-311,2157.0
1611,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-04-19,9098,11566,    -203,    -861,56896,     936,-2468,658.0
1612,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-04-12,9301,12427,   -1830,     889,55960,   -1141,-3126,-2719.0
1613,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-04-05,11131,11538,    5628,     -20,57101,    3814,-407,5648.0
1614,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-03-29,5503,11558,    2172,    -752,53287,    2779,-6055,2924.0
1615,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,1994-03-22,3331,12310,   -6366,     644,50508,  -44435,-8979,-7010.0
